@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
10, 212, 2120, 21.2, 0.24, 0.61, 1.85, 508, 1293, 274, negative
9, 40, 360, 4.444, 0.275, 0.875, 1.6, 99, 315, 62, negative
9, 39, 351, 4.333, 0.308, 0.709, 1.69, 108, 249, 64, negative
7, 31, 217, 4.429, 0.396, 0.862, 2.1, 86, 187, 41, negative
10, 59, 590, 5.9, 0.251, 0.763, 1.7, 148, 450, 87, negative
8, 25, 200, 3.125, 0.3, 0.59, 2.22, 60, 118, 27, negative
7, 22, 154, 3.143, 0.396, 1.0, 1.85, 61, 154, 33, negative
7, 35, 245, 5.0, 0.404, 0.939, 1.9, 99, 230, 52, negative
11, 112, 1232, 10.182, 0.217, 0.469, 1.73, 267, 578, 154, negative
8, 12, 96, 1.5, 0.427, 0.75, 2.05, 41, 72, 20, negative
25, 291, 7275, 11.64, 0.466, 0.957, 7.34, 3392, 6963, 462, negative
7, 63, 441, 9.0, 0.317, 0.991, 1.71, 140, 437, 82, negative
7, 144, 1008, 20.571, 0.092, 0.384, 1.24, 93, 387, 75, negative
7, 13, 91, 1.857, 0.286, 0.934, 1.63, 26, 85, 16, negative
2, 535, 1070, 267.5, 0.564, 0.614, 40.2, 603, 657, 15, positive
2, 19, 38, 9.5, 0.184, 0.789, 1.4, 7, 30, 5, negative
1, 60, 60, 60.0, 0.217, 1.0, 1.08, 13, 60, 12, negative
7, 13, 91, 1.857, 0.198, 0.846, 2.25, 18, 77, 8, negative
9, 508, 4572, 56.444, 0.164, 0.69, 1.22, 748, 3154, 614, negative
2, 535, 1070, 267.5, 0.648, 0.92, 11.75, 693, 984, 59, positive
25, 186, 4650, 7.44, 0.478, 0.953, 7.16, 2221, 4433, 310, negative
28, 31, 868, 1.107, 0.492, 0.745, 7.49, 427, 647, 57, positive
7, 214, 1498, 30.571, 0.461, 0.865, 2.95, 691, 1296, 234, negative
9, 508, 4572, 56.444, 0.16, 0.52, 1.3, 732, 2379, 563, negative
9, 520, 4680, 57.778, 0.081, 0.308, 1.37, 378, 1441, 276, negative
32, 106, 3392, 3.313, 0.198, 0.395, 4.56, 671, 1341, 147, positive
24, 468, 11232, 19.5, 0.472, 0.922, 7.69, 5296, 10359, 689, negative
25, 491, 12275, 19.64, 0.454, 0.937, 7.21, 5572, 11502, 773, negative
8, 83, 664, 10.375, 0.404, 0.741, 2.58, 268, 492, 104, negative
8, 274, 2192, 34.25, 0.15, 0.583, 1.35, 329, 1277, 244, negative
7, 150, 1050, 21.429, 0.178, 0.774, 1.36, 187, 813, 138, negative
9, 533, 4797, 59.222, 0.167, 0.592, 1.34, 799, 2841, 596, negative
9, 274, 2466, 30.444, 0.158, 0.58, 1.31, 390, 1431, 298, negative
1, 277, 277, 277.0, 1.0, 1.0, 277.0, 277, 277, 1, positive
8, 59, 472, 7.375, 0.381, 0.873, 2.77, 180, 412, 65, negative
3, 537, 1611, 179.0, 0.345, 0.405, 22.24, 556, 652, 25, positive
2, 537, 1074, 268.5, 0.51, 0.534, 49.82, 548, 574, 11, positive
28, 32, 896, 1.143, 0.488, 0.743, 7.05, 437, 666, 62, positive
8, 107, 856, 13.375, 0.363, 0.734, 2.24, 311, 628, 139, negative
8, 233, 1864, 29.125, 0.151, 0.665, 1.36, 282, 1239, 207, negative
8, 298, 2384, 37.25, 0.138, 0.592, 1.18, 329, 1412, 278, negative
9, 280, 2520, 31.111, 0.165, 0.684, 1.24, 415, 1724, 336, negative
8, 343, 2744, 42.875, 0.129, 0.605, 1.2, 354, 1661, 294, negative
9, 151, 1359, 16.778, 0.139, 0.549, 1.17, 189, 746, 162, negative
8, 199, 1592, 24.875, 0.115, 0.575, 1.18, 183, 915, 155, negative
25, 294, 7350, 11.76, 0.471, 0.907, 7.72, 3459, 6663, 448, negative
9, 110, 990, 12.222, 0.311, 0.627, 2.08, 308, 621, 148, negative
10, 137, 1370, 13.7, 0.191, 0.693, 1.4, 261, 949, 187, negative
2, 537, 1074, 268.5, 0.538, 0.555, 82.57, 578, 596, 7, positive
28, 61, 1708, 2.179, 0.172, 0.509, 1.97, 294, 870, 149, positive
25, 292, 7300, 11.68, 0.479, 0.954, 7.58, 3496, 6967, 461, negative
9, 181, 1629, 20.111, 0.375, 0.738, 2.9, 611, 1202, 211, negative
5, 31, 155, 6.2, 0.419, 0.948, 1.91, 65, 147, 34, negative
8, 72, 576, 9.0, 0.198, 0.736, 1.25, 114, 424, 91, negative
1, 45, 45, 45.0, 0.2, 1.0, 1.13, 9, 45, 8, negative
7, 151, 1057, 21.571, 0.077, 0.434, 1.33, 81, 459, 61, negative
25, 186, 4650, 7.44, 0.456, 0.868, 8.06, 2121, 4035, 263, negative
8, 60, 480, 7.5, 0.433, 0.842, 3.01, 208, 404, 69, negative
9, 186, 1674, 20.667, 0.425, 0.786, 3.24, 712, 1315, 220, negative
7, 13, 91, 1.857, 0.363, 0.835, 1.57, 33, 76, 21, negative
9, 99, 891, 11.0, 0.189, 0.745, 1.4, 168, 664, 120, negative
9, 177, 1593, 19.667, 0.196, 0.75, 1.38, 313, 1195, 227, negative
6, 14, 84, 2.333, 0.321, 0.881, 1.8, 27, 74, 15, negative
9, 186, 1674, 20.667, 0.16, 0.814, 1.26, 268, 1363, 213, negative
9, 259, 2331, 28.778, 0.22, 0.749, 1.38, 512, 1745, 370, negative
14, 58, 812, 4.143, 0.683, 0.927, 12.07, 555, 753, 46, negative
13, 227, 2951, 17.462, 0.226, 0.837, 3.11, 668, 2470, 215, negative
8, 99, 792, 12.375, 0.211, 0.886, 1.48, 167, 702, 113, negative
8, 215, 1720, 26.875, 0.367, 0.746, 2.6, 631, 1283, 243, negative
8, 180, 1440, 22.5, 0.371, 0.832, 2.32, 534, 1198, 230, negative
9, 186, 1674, 20.667, 0.372, 0.778, 2.44, 622, 1303, 255, negative
1, 40, 40, 40.0, 0.2, 1.0, 1.14, 8, 40, 7, negative
7, 13, 91, 1.857, 0.275, 0.758, 2.27, 25, 69, 11, negative
6, 131, 786, 21.833, 0.106, 0.471, 1.38, 83, 370, 60, negative
8, 241, 1928, 30.125, 0.119, 0.498, 1.26, 230, 960, 182, negative
7, 69, 483, 9.857, 0.188, 0.754, 1.28, 91, 364, 71, negative
7, 112, 784, 16.0, 0.168, 0.667, 1.25, 132, 523, 106, negative
1, 16, 16, 16.0, 1.0, 1.0, 16.0, 16, 16, 1, positive
10, 17, 170, 1.7, 0.318, 0.529, 3.86, 54, 90, 14, negative
1, 15, 15, 15.0, 0.867, 1.0, 13.0, 13, 15, 1, positive
95, 93, 8835, 0.979, 0.675, 0.902, 3.63, 5966, 7968, 1644, positive
10, 80, 800, 8.0, 0.553, 0.719, 5.08, 442, 575, 87, negative
11, 71, 781, 6.455, 0.461, 0.659, 5.54, 360, 515, 65, negative
37, 1, 37, 0.027, 1.0, 1.0, 37.0, 37, 37, 1, positive
14, 12, 168, 0.857, 0.429, 0.732, 6.55, 72, 123, 11, negative
7, 7, 49, 1.0, 0.918, 0.959, 22.5, 45, 47, 2, negative
11, 179, 1969, 16.273, 0.33, 0.733, 2.88, 650, 1444, 226, negative
4, 9, 36, 2.25, 0.611, 0.611, 22.0, 22, 22, 1, positive
11, 90, 990, 8.182, 0.47, 0.718, 4.6, 465, 711, 101, negative
24, 337, 8088, 14.042, 0.945, 1.0, 18.29, 7647, 8088, 418, negative
10, 159, 1590, 15.9, 0.377, 0.763, 3.13, 600, 1213, 192, negative
11, 161, 1771, 14.636, 0.329, 0.605, 3.05, 582, 1071, 191, negative
8, 68, 544, 8.5, 0.54, 0.974, 3.03, 294, 530, 97, negative
14, 435, 6090, 31.071, 0.355, 0.571, 4.58, 2164, 3478, 472, negative
14, 372, 5208, 26.571, 0.378, 0.586, 4.99, 1971, 3050, 395, negative
14, 397, 5558, 28.357, 0.342, 0.536, 4.53, 1902, 2979, 420, negative
10, 19, 190, 1.9, 0.584, 0.842, 6.94, 111, 160, 16, negative
1, 40, 40, 40.0, 0.9, 1.0, 12.0, 36, 40, 3, negative
1, 39, 39, 39.0, 0.308, 1.0, 1.71, 12, 39, 7, positive
14, 153, 2142, 10.929, 0.38, 0.643, 4.44, 813, 1378, 183, negative
11, 292, 3212, 26.545, 0.341, 0.761, 2.95, 1096, 2445, 371, negative
1, 255, 255, 255.0, 0.686, 1.0, 4.86, 175, 255, 36, positive
1, 19, 19, 19.0, 0.632, 1.0, 4.0, 12, 19, 3, positive
13, 354, 4602, 27.231, 0.38, 0.598, 4.39, 1749, 2750, 398, negative
9, 18, 162, 2.0, 0.58, 0.852, 7.83, 94, 138, 12, negative
17, 106, 1802, 6.235, 0.927, 1.0, 14.53, 1671, 1802, 115, negative
9, 18, 162, 2.0, 0.605, 0.895, 7.0, 98, 145, 14, negative
12, 252, 3024, 21.0, 0.416, 0.682, 4.75, 1259, 2062, 265, negative
10, 151, 1510, 15.1, 0.381, 0.785, 3.48, 575, 1186, 165, negative
24, 166, 3984, 6.917, 0.905, 0.98, 17.08, 3604, 3905, 211, negative
10, 19, 190, 1.9, 0.6, 0.858, 7.6, 114, 163, 15, negative
11, 184, 2024, 16.727, 0.484, 0.884, 4.6, 979, 1789, 213, negative
14, 417, 5838, 29.786, 0.359, 0.559, 4.48, 2094, 3262, 467, negative
11, 185, 2035, 16.818, 0.487, 0.883, 4.5, 991, 1796, 220, negative
14, 395, 5530, 28.214, 0.359, 0.658, 4.7, 1988, 3636, 423, negative
25, 340, 8500, 13.6, 0.866, 0.926, 16.57, 7358, 7872, 444, negative
9, 20, 180, 2.222, 0.55, 0.783, 8.25, 99, 141, 12, negative
13, 191, 2483, 14.692, 0.406, 0.617, 4.71, 1007, 1532, 214, negative
23, 132, 3036, 5.739, 0.95, 1.0, 20.76, 2885, 3036, 139, negative
24, 170, 4080, 7.083, 0.931, 0.999, 17.04, 3799, 4075, 223, negative
10, 19, 190, 1.9, 0.611, 0.874, 8.92, 116, 166, 13, negative
6, 72, 432, 12.0, 0.604, 0.991, 4.08, 261, 428, 64, negative
9, 154, 1386, 17.111, 0.406, 0.727, 2.93, 563, 1008, 192, negative
24, 209, 5016, 8.708, 0.926, 0.992, 17.27, 4645, 4976, 269, negative
12, 23, 276, 1.917, 0.576, 0.79, 9.94, 159, 218, 16, negative
12, 266, 3192, 22.167, 0.338, 0.667, 2.72, 1079, 2130, 397, negative
10, 155, 1550, 15.5, 0.332, 0.687, 2.47, 514, 1065, 208, negative
16, 341, 5456, 21.313, 0.378, 0.724, 5.23, 2060, 3949, 394, negative
12, 22, 264, 1.833, 0.58, 0.814, 7.65, 153, 215, 20, negative
17, 398, 6766, 23.412, 0.32, 0.608, 5.3, 2162, 4117, 408, negative
186, 469, 87234, 2.522, 0.378, 0.529, 22.29, 33017, 46133, 1481, positive
16, 399, 6384, 24.938, 0.369, 0.577, 5.34, 2357, 3685, 441, negative
12, 284, 3408, 23.667, 0.325, 0.725, 2.87, 1109, 2471, 386, negative
3, 4, 12, 1.333, 0.833, 0.917, 10.0, 10, 11, 1, negative
187, 141, 26367, 0.754, 0.415, 0.884, 4.69, 10947, 23301, 2333, positive
7, 54, 378, 7.714, 0.497, 0.849, 3.42, 188, 321, 55, negative
16, 356, 5696, 22.25, 0.377, 0.576, 5.8, 2150, 3279, 371, negative
11, 22, 242, 2.0, 0.603, 0.888, 8.59, 146, 215, 17, negative
10, 238, 2380, 23.8, 0.353, 0.727, 2.85, 840, 1730, 295, negative
10, 268, 2680, 26.8, 0.395, 0.59, 5.88, 1058, 1581, 180, negative
7, 128, 896, 18.286, 0.265, 0.72, 1.69, 237, 645, 140, negative
9, 125, 1125, 13.889, 0.21, 0.601, 1.69, 236, 676, 140, negative
8, 76, 608, 9.5, 0.232, 0.51, 1.88, 141, 310, 75, negative
7, 240, 1680, 34.286, 0.215, 0.538, 1.64, 362, 904, 221, negative
5, 203, 1015, 40.6, 0.239, 0.859, 1.3, 243, 872, 187, negative
9, 161, 1449, 17.889, 0.273, 0.521, 2.41, 396, 755, 164, negative
7, 98, 686, 14.0, 0.207, 0.491, 1.42, 142, 337, 100, negative
8, 152, 1216, 19.0, 0.27, 0.623, 2.0, 328, 757, 164, negative
8, 229, 1832, 28.625, 0.168, 0.484, 1.57, 308, 887, 196, negative
6, 21, 126, 3.5, 0.198, 0.444, 1.67, 25, 56, 15, positive
4, 31, 124, 7.75, 0.419, 0.944, 1.58, 52, 117, 33, negative
5, 92, 460, 18.4, 0.287, 0.604, 1.38, 132, 278, 96, negative
4, 44, 176, 11.0, 0.267, 0.614, 1.81, 47, 108, 26, negative
6, 28, 168, 4.667, 0.327, 0.589, 2.12, 55, 99, 26, negative
7, 98, 686, 14.0, 0.254, 0.608, 1.53, 174, 417, 114, negative
79, 159, 12561, 2.013, 0.319, 0.368, 51.4, 4009, 4623, 78, negative
10, 58, 580, 5.8, 0.402, 0.893, 2.81, 233, 518, 83, negative
9, 225, 2025, 25.0, 0.198, 0.741, 1.41, 400, 1501, 283, negative
9, 58, 522, 6.444, 0.351, 0.669, 2.29, 183, 349, 80, negative
6, 95, 570, 15.833, 0.274, 0.784, 1.97, 156, 447, 79, negative
6, 96, 576, 16.0, 0.267, 0.939, 1.51, 154, 541, 102, negative
9, 331, 2979, 36.778, 0.222, 0.69, 1.57, 661, 2056, 421, negative
5, 96, 480, 19.2, 0.323, 0.838, 1.78, 155, 402, 87, negative
4, 96, 384, 24.0, 0.479, 0.878, 2.56, 184, 337, 72, negative
5, 39, 195, 7.8, 0.395, 0.826, 3.67, 77, 161, 21, negative
9, 127, 1143, 14.111, 0.213, 0.679, 1.58, 243, 776, 154, negative
9, 59, 531, 6.556, 0.237, 0.802, 1.56, 126, 426, 81, negative
7, 125, 875, 17.857, 0.29, 0.735, 1.59, 254, 643, 160, negative
9, 93, 837, 10.333, 0.229, 0.734, 1.57, 192, 614, 122, negative
8, 129, 1032, 16.125, 0.232, 0.823, 1.46, 239, 849, 164, negative
1, 95, 95, 95.0, 0.379, 1.0, 1.03, 36, 95, 35, negative
1, 102, 102, 102.0, 0.961, 1.0, 24.5, 98, 102, 4, positive
8, 77, 616, 9.625, 0.232, 0.731, 1.47, 143, 450, 97, negative
1, 42, 42, 42.0, 0.381, 1.0, 1.07, 16, 42, 15, negative
16, 106, 1696, 6.625, 0.192, 0.593, 1.49, 325, 1005, 218, negative
9, 52, 468, 5.778, 0.203, 0.626, 1.38, 95, 293, 69, negative
7, 18, 126, 2.571, 0.262, 0.873, 1.94, 33, 110, 17, negative
6, 59, 354, 9.833, 0.237, 0.881, 1.38, 84, 312, 61, negative
5, 6, 30, 1.2, 0.4, 0.867, 2.0, 12, 26, 6, negative
7, 15, 105, 2.143, 0.2, 0.571, 1.5, 21, 60, 14, negative
8, 42, 336, 5.25, 0.259, 0.756, 1.74, 87, 254, 50, negative
7, 108, 756, 15.429, 0.362, 0.807, 2.11, 274, 610, 130, negative
7, 34, 238, 4.857, 0.273, 0.761, 1.48, 65, 181, 44, negative
9, 132, 1188, 14.667, 0.189, 0.588, 1.54, 225, 698, 146, negative
11, 427, 4697, 38.818, 0.566, 0.57, 189.79, 2657, 2676, 14, positive
38, 227, 8626, 5.974, 0.304, 0.648, 7.09, 2623, 5593, 370, negative
10, 119, 1190, 11.9, 0.202, 0.842, 1.59, 240, 1002, 151, negative
11, 60, 660, 5.455, 0.271, 0.85, 1.97, 179, 561, 91, negative
14, 370, 5180, 26.429, 0.175, 0.648, 1.64, 907, 3357, 554, negative
12, 117, 1404, 9.75, 0.2, 0.714, 1.6, 281, 1002, 176, negative
1, 107, 107, 107.0, 0.869, 1.0, 18.6, 93, 107, 5, positive
14, 422, 5908, 30.143, 0.18, 0.58, 1.7, 1062, 3426, 624, negative
14, 409, 5726, 29.214, 0.172, 0.578, 1.79, 984, 3307, 551, negative
8, 79, 632, 9.875, 0.316, 0.975, 1.8, 200, 616, 111, negative
9, 295, 2655, 32.778, 0.2, 0.559, 1.5, 531, 1483, 354, negative
10, 263, 2630, 26.3, 0.204, 0.589, 1.54, 537, 1550, 348, negative
8, 309, 2472, 38.625, 0.186, 0.644, 1.41, 459, 1593, 325, negative
1, 22, 22, 22.0, 0.591, 1.0, 2.6, 13, 22, 5, negative
7, 70, 490, 10.0, 0.371, 0.971, 1.9, 182, 476, 96, negative
1, 106, 106, 106.0, 0.434, 1.0, 1.02, 46, 106, 45, positive
7, 135, 945, 19.286, 0.114, 0.528, 1.09, 108, 499, 99, negative
8, 346, 2768, 43.25, 0.166, 0.66, 1.35, 459, 1828, 339, negative
28, 82, 2296, 2.929, 0.271, 0.39, 8.9, 623, 895, 70, negative
19, 28, 532, 1.474, 0.588, 0.912, 13.04, 313, 485, 24, negative
1, 8, 8, 8.0, 1.0, 1.0, 8.0, 8, 8, 1, positive
10, 10, 100, 1.0, 0.56, 0.91, 4.0, 56, 91, 14, negative
10, 82, 820, 8.2, 0.3, 0.832, 2.05, 246, 682, 120, negative
6, 13, 78, 2.167, 0.538, 0.923, 2.63, 42, 72, 16, negative
11, 10, 110, 0.909, 0.436, 0.927, 4.36, 48, 102, 11, negative
11, 90, 990, 8.182, 0.385, 0.882, 2.41, 381, 873, 158, negative
14, 98, 1372, 7.0, 0.308, 0.768, 2.43, 422, 1054, 174, negative
11, 11, 121, 1.0, 0.438, 0.868, 4.08, 53, 105, 13, negative
1, 16, 16, 16.0, 1.0, 1.0, 16.0, 16, 16, 1, positive
