@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
8, 17, 136, 2.125, 0.441, 0.978, 1.67, 60, 133, 36, negative
8, 12, 96, 1.5, 0.385, 0.698, 2.47, 37, 67, 15, negative
8, 32, 256, 4.0, 0.375, 0.98, 2.09, 96, 251, 46, negative
8, 25, 200, 3.125, 0.38, 0.795, 1.81, 76, 159, 42, negative
8, 7, 56, 0.875, 0.518, 1.0, 2.64, 29, 56, 11, negative
8, 108, 864, 13.5, 0.348, 0.868, 1.65, 301, 750, 182, negative
10, 36, 360, 3.6, 0.264, 0.711, 1.86, 95, 256, 51, negative
7, 45, 315, 6.429, 0.381, 0.771, 2.22, 120, 243, 54, negative
8, 4, 32, 0.5, 0.406, 0.781, 2.17, 13, 25, 6, negative
11, 262, 2882, 23.818, 0.251, 0.677, 1.85, 722, 1951, 391, negative
8, 28, 224, 3.5, 0.397, 0.996, 2.07, 89, 223, 43, negative
10, 39, 390, 3.9, 0.31, 0.779, 1.95, 121, 304, 62, negative
11, 262, 2882, 23.818, 0.238, 0.57, 1.84, 685, 1643, 373, negative
10, 45, 450, 4.5, 0.296, 0.584, 2.05, 133, 263, 65, negative
10, 93, 930, 9.3, 0.268, 0.784, 1.78, 249, 729, 140, negative
8, 36, 288, 4.5, 0.323, 0.781, 1.86, 93, 225, 50, negative
7, 9, 63, 1.286, 0.46, 0.889, 2.42, 29, 56, 12, negative
8, 39, 312, 4.875, 0.304, 0.756, 1.38, 95, 236, 69, negative
7, 4, 28, 0.571, 0.393, 1.0, 2.2, 11, 28, 5, negative
8, 25, 200, 3.125, 0.355, 0.88, 1.73, 71, 176, 41, negative
8, 41, 328, 5.125, 0.323, 0.643, 1.66, 106, 211, 64, negative
13, 225, 2925, 17.308, 0.253, 0.893, 3.27, 740, 2612, 226, negative
6, 32, 192, 5.333, 0.286, 0.891, 1.41, 55, 171, 39, negative
8, 135, 1080, 16.875, 0.131, 0.671, 1.22, 142, 725, 116, negative
9, 283, 2547, 31.444, 0.186, 0.727, 1.22, 474, 1852, 389, negative
24, 176, 4224, 7.333, 0.496, 0.969, 7.85, 2096, 4094, 267, negative
8, 84, 672, 10.5, 0.229, 0.689, 1.4, 154, 463, 110, negative
7, 163, 1141, 23.286, 0.212, 0.831, 1.31, 242, 948, 185, negative
8, 174, 1392, 21.75, 0.161, 0.72, 1.3, 224, 1002, 172, negative
8, 196, 1568, 24.5, 0.142, 0.644, 1.4, 222, 1010, 159, negative
9, 275, 2475, 30.556, 0.202, 0.717, 1.39, 500, 1775, 359, negative
1, 249, 249, 249.0, 0.173, 1.0, 1.02, 43, 249, 42, negative
8, 62, 496, 7.75, 0.296, 0.869, 1.81, 147, 431, 81, negative
9, 109, 981, 12.111, 0.219, 0.779, 1.67, 215, 764, 129, negative
9, 138, 1242, 15.333, 0.155, 0.717, 1.34, 193, 890, 144, negative
14, 38, 532, 2.714, 0.227, 0.844, 2.95, 121, 449, 41, negative
7, 86, 602, 12.286, 0.244, 0.831, 1.27, 147, 500, 116, negative
2, 99, 198, 49.5, 0.253, 0.616, 4.55, 50, 122, 11, positive
7, 219, 1533, 31.286, 0.182, 0.798, 1.26, 279, 1224, 222, negative
8, 109, 872, 13.625, 0.2, 0.854, 1.39, 174, 745, 125, negative
8, 215, 1720, 26.875, 0.404, 0.789, 2.91, 695, 1357, 239, negative
9, 103, 927, 11.444, 0.357, 0.864, 2.47, 331, 801, 134, negative
8, 151, 1208, 18.875, 0.174, 0.627, 1.18, 210, 758, 178, negative
9, 314, 2826, 34.889, 0.156, 0.587, 1.25, 440, 1659, 352, negative
1, 62, 62, 62.0, 0.984, 1.0, 61.0, 61, 62, 1, positive
1, 278, 278, 278.0, 0.946, 1.0, 29.22, 263, 278, 9, positive
10, 251, 2510, 25.1, 0.141, 0.621, 1.23, 354, 1559, 287, negative
7, 198, 1386, 28.286, 0.055, 0.359, 1.23, 76, 498, 62, negative
1, 36, 36, 36.0, 0.306, 1.0, 1.83, 11, 36, 6, positive
1, 187, 187, 187.0, 0.963, 1.0, 25.71, 180, 187, 7, positive
7, 148, 1036, 21.143, 0.184, 0.816, 1.2, 191, 845, 159, negative
8, 511, 4088, 63.875, 0.084, 0.338, 1.31, 343, 1380, 261, negative
8, 14, 112, 1.75, 0.286, 0.884, 2.67, 32, 99, 12, negative
8, 15, 120, 1.875, 0.325, 0.833, 1.86, 39, 100, 21, negative
10, 83, 830, 8.3, 0.208, 0.667, 1.44, 173, 554, 120, negative
8, 73, 584, 9.125, 0.235, 0.803, 1.47, 137, 469, 93, negative
10, 511, 5110, 51.1, 0.158, 0.625, 1.35, 805, 3194, 596, negative
8, 14, 112, 1.75, 0.295, 0.857, 1.83, 33, 96, 18, negative
10, 510, 5100, 51.0, 0.163, 0.542, 1.36, 832, 2763, 612, negative
8, 195, 1560, 24.375, 0.175, 0.965, 1.24, 273, 1506, 221, negative
3, 537, 1611, 179.0, 0.353, 0.364, 71.13, 569, 587, 8, positive
13, 38, 494, 2.923, 0.324, 0.935, 3.81, 160, 462, 42, negative
7, 63, 441, 9.0, 0.338, 0.998, 1.8, 149, 440, 83, negative
28, 31, 868, 1.107, 0.508, 0.767, 7.47, 441, 666, 59, positive
9, 106, 954, 11.778, 0.373, 0.649, 2.8, 356, 619, 127, negative
8, 124, 992, 15.5, 0.427, 0.847, 2.6, 424, 840, 163, negative
9, 352, 3168, 39.111, 0.205, 0.692, 1.34, 651, 2193, 486, negative
9, 301, 2709, 33.444, 0.178, 0.694, 1.3, 482, 1881, 371, negative
9, 534, 4806, 59.333, 0.169, 0.667, 1.34, 811, 3208, 607, negative
7, 92, 644, 13.143, 0.143, 0.713, 1.46, 92, 459, 63, negative
8, 102, 816, 12.75, 0.212, 0.884, 1.25, 173, 721, 138, negative
13, 104, 1352, 8.0, 0.198, 0.639, 3.44, 268, 864, 78, negative
9, 278, 2502, 30.889, 0.176, 0.594, 1.28, 440, 1485, 345, negative
2, 104, 208, 52.0, 0.063, 0.529, 1.08, 13, 110, 12, negative
9, 284, 2556, 31.556, 0.137, 0.456, 1.41, 350, 1165, 249, negative
8, 510, 4080, 63.75, 0.144, 0.531, 1.32, 586, 2166, 444, negative
9, 353, 3177, 39.222, 0.187, 0.634, 1.45, 594, 2013, 411, negative
5, 14, 70, 2.8, 0.257, 0.814, 3.6, 18, 57, 5, negative
2, 537, 1074, 268.5, 0.523, 0.567, 62.44, 562, 609, 9, positive
9, 66, 594, 7.333, 0.241, 0.707, 1.42, 143, 420, 101, negative
1, 177, 177, 177.0, 0.203, 1.0, 1.03, 36, 177, 35, negative
10, 511, 5110, 51.1, 0.134, 0.557, 1.28, 684, 2846, 534, negative
24, 178, 4272, 7.417, 0.491, 0.969, 7.86, 2099, 4141, 267, negative
8, 82, 656, 10.25, 0.393, 0.764, 2.41, 258, 501, 107, negative
9, 123, 1107, 13.667, 0.331, 0.65, 2.3, 366, 719, 159, negative
3, 500, 1500, 166.67, 0.373, 0.421, 19.28, 559, 632, 29, positive
7, 13, 91, 1.857, 0.209, 0.846, 2.71, 19, 77, 7, negative
8, 69, 552, 8.625, 0.205, 0.826, 1.38, 113, 456, 82, negative
9, 267, 2403, 29.667, 0.164, 0.73, 1.28, 393, 1754, 307, negative
7, 71, 497, 10.143, 0.231, 0.757, 1.37, 115, 376, 84, negative
9, 535, 4815, 59.444, 0.157, 0.594, 1.23, 757, 2861, 617, negative
6, 71, 426, 11.833, 0.131, 0.784, 1.3, 56, 334, 43, negative
2, 14, 28, 7.0, 0.393, 0.536, 3.67, 11, 15, 3, negative
1, 25, 25, 25.0, 1.0, 1.0, 25.0, 25, 25, 1, positive
11, 190, 2090, 17.273, 0.239, 0.457, 2.11, 500, 955, 237, negative
10, 48, 480, 4.8, 0.579, 0.706, 6.04, 278, 339, 46, negative
93, 104, 9672, 1.118, 0.451, 0.611, 4.25, 4366, 5908, 1028, positive
3, 4, 12, 1.333, 0.75, 0.75, 9.0, 9, 9, 1, negative
13, 9, 117, 0.692, 0.402, 0.684, 3.36, 47, 80, 14, negative
10, 57, 570, 5.7, 0.556, 0.719, 5.2, 317, 410, 61, negative
9, 8, 72, 0.889, 0.583, 0.972, 21.0, 42, 70, 2, negative
1, 12, 12, 12.0, 0.75, 1.0, 9.0, 9, 12, 1, positive
14, 1, 14, 0.071, 1.0, 1.0, 14.0, 14, 14, 1, positive
24, 125, 3000, 5.208, 0.915, 0.959, 21.29, 2746, 2877, 129, negative
13, 441, 5733, 33.923, 0.374, 0.625, 4.63, 2144, 3582, 463, negative
14, 421, 5894, 30.071, 0.379, 0.581, 4.8, 2236, 3424, 466, negative
14, 91, 1274, 6.5, 0.389, 0.628, 5.05, 495, 800, 98, negative
14, 385, 5390, 27.5, 0.369, 0.561, 4.83, 1990, 3022, 412, negative
1, 47, 47, 47.0, 0.532, 1.0, 25.0, 25, 47, 1, positive
9, 82, 738, 9.111, 0.335, 0.73, 2.47, 247, 539, 100, negative
12, 72, 864, 6.0, 0.623, 0.86, 6.73, 538, 743, 80, negative
14, 407, 5698, 29.071, 0.353, 0.574, 4.54, 2010, 3273, 443, negative
14, 265, 3710, 18.929, 0.354, 0.565, 4.47, 1315, 2097, 294, negative
8, 126, 1008, 15.75, 0.469, 0.961, 2.87, 473, 969, 165, negative
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, positive
28, 171, 4788, 6.107, 0.258, 0.912, 1.99, 1235, 4369, 621, negative
17, 203, 3451, 11.941, 0.925, 0.999, 14.19, 3192, 3448, 225, negative
13, 130, 1690, 10.0, 0.392, 0.697, 4.77, 663, 1178, 139, negative
8, 58, 464, 7.25, 0.442, 0.903, 3.15, 205, 419, 65, negative
10, 18, 180, 1.8, 0.522, 0.694, 9.4, 94, 125, 10, negative
10, 17, 170, 1.7, 0.482, 0.759, 6.83, 82, 129, 12, negative
3, 3, 9, 1.0, 0.889, 0.889, 8.0, 8, 8, 1, negative
14, 319, 4466, 22.786, 0.37, 0.577, 4.54, 1654, 2577, 364, negative
10, 19, 190, 1.9, 0.553, 0.805, 7.5, 105, 153, 14, negative
83, 315, 26145, 3.795, 0.295, 0.594, 9.21, 7725, 15523, 839, positive
10, 155, 1550, 15.5, 0.35, 0.678, 2.78, 542, 1051, 195, negative
7, 45, 315, 6.429, 0.483, 0.984, 2.45, 152, 310, 62, negative
11, 118, 1298, 10.727, 0.459, 0.742, 4.81, 596, 963, 124, negative
10, 19, 190, 1.9, 0.584, 0.816, 6.94, 111, 155, 16, negative
28, 281, 7868, 10.036, 0.318, 0.551, 4.72, 2502, 4339, 530, negative
7, 157, 1099, 22.429, 0.439, 0.874, 2.77, 482, 961, 174, negative
8, 215, 1720, 26.875, 0.366, 0.792, 2.86, 629, 1362, 220, negative
7, 14, 98, 2.0, 0.102, 0.204, 10.0, 10, 20, 1, positive
7, 43, 301, 6.143, 0.545, 0.973, 2.56, 164, 293, 64, negative
27, 320, 8640, 11.852, 0.321, 0.561, 4.53, 2774, 4845, 613, negative
9, 19, 171, 2.111, 0.667, 0.895, 7.6, 114, 153, 15, negative
17, 382, 6494, 22.471, 0.363, 0.567, 5.46, 2355, 3680, 431, negative
8, 82, 656, 10.25, 0.412, 0.803, 2.78, 270, 527, 97, negative
11, 72, 792, 6.545, 0.665, 0.938, 6.35, 527, 743, 83, negative
24, 170, 4080, 7.083, 0.924, 0.997, 15.9, 3768, 4068, 237, negative
16, 359, 5744, 22.438, 0.376, 0.652, 5.41, 2158, 3747, 399, negative
11, 22, 242, 2.0, 0.649, 0.847, 8.72, 157, 205, 18, negative
24, 309, 7416, 12.875, 0.921, 0.984, 17.51, 6828, 7295, 390, negative
11, 23, 253, 2.091, 0.585, 0.834, 8.22, 148, 211, 18, negative
16, 337, 5392, 21.063, 0.369, 0.608, 5.15, 1992, 3276, 387, negative
12, 20, 240, 1.667, 0.525, 0.854, 9.0, 126, 205, 14, negative
9, 82, 738, 9.111, 0.306, 0.695, 2.86, 226, 513, 79, negative
15, 154, 2310, 10.267, 0.423, 0.704, 5.84, 976, 1626, 167, negative
12, 216, 2592, 18.0, 0.507, 0.764, 5.3, 1315, 1981, 248, negative
8, 13, 104, 1.625, 0.683, 0.817, 7.1, 71, 85, 10, negative
9, 171, 1539, 19.0, 0.4, 0.778, 2.87, 615, 1198, 214, negative
9, 162, 1458, 18.0, 0.254, 0.527, 2.69, 371, 769, 138, negative
4, 17, 68, 4.25, 0.191, 0.647, 1.86, 13, 44, 7, negative
17, 23, 391, 1.353, 0.419, 0.808, 6.56, 164, 316, 25, negative
17, 171, 2907, 10.059, 0.208, 0.422, 2.42, 606, 1226, 250, negative
8, 109, 872, 13.625, 0.219, 0.595, 1.61, 191, 519, 119, negative
8, 192, 1536, 24.0, 0.207, 0.579, 1.57, 318, 889, 203, negative
6, 46, 276, 7.667, 0.322, 0.877, 1.48, 89, 242, 60, negative
5, 58, 290, 11.6, 0.2, 0.745, 1.41, 58, 216, 41, negative
5, 46, 230, 9.2, 0.174, 0.804, 1.43, 40, 185, 28, negative
7, 110, 770, 15.714, 0.174, 0.447, 1.25, 134, 344, 107, negative
7, 162, 1134, 23.143, 0.096, 0.235, 1.49, 109, 266, 73, negative
7, 48, 336, 6.857, 0.298, 0.613, 1.67, 100, 206, 60, negative
19, 201, 3819, 10.579, 0.238, 0.567, 2.07, 909, 2164, 439, negative
17, 24, 408, 1.412, 0.36, 0.708, 5.88, 147, 289, 25, negative
9, 33, 297, 3.667, 0.34, 0.677, 2.53, 101, 201, 40, negative
6, 94, 564, 15.667, 0.184, 0.934, 1.32, 104, 527, 79, negative
6, 95, 570, 15.833, 0.209, 0.667, 1.63, 119, 380, 73, negative
6, 96, 576, 16.0, 0.309, 0.925, 1.73, 178, 533, 103, negative
5, 94, 470, 18.8, 0.277, 0.945, 1.63, 130, 444, 80, negative
6, 96, 576, 16.0, 0.297, 0.811, 2.25, 171, 467, 76, negative
9, 183, 1647, 20.333, 0.218, 0.6, 1.42, 359, 989, 252, negative
7, 140, 980, 20.0, 0.253, 0.886, 1.49, 248, 868, 167, negative
65, 50, 3250, 0.769, 0.454, 0.487, 245.83, 1475, 1582, 6, positive
9, 9, 81, 1.0, 0.321, 0.395, 13.0, 26, 32, 2, negative
430, 5, 2150, 0.012, 0.216, 0.221, 46.5, 465, 475, 10, positive
8, 120, 960, 15.0, 0.25, 0.748, 1.66, 240, 718, 145, negative
9, 211, 1899, 23.444, 0.219, 0.707, 1.48, 416, 1343, 282, negative
8, 48, 384, 6.0, 0.396, 0.924, 2.03, 152, 355, 75, negative
7, 53, 371, 7.571, 0.089, 0.245, 1.5, 33, 91, 22, negative
1, 76, 76, 76.0, 0.961, 1.0, 36.5, 73, 76, 2, positive
7, 12, 84, 1.714, 0.25, 0.524, 1.75, 21, 44, 12, negative
8, 69, 552, 8.625, 0.261, 0.879, 1.47, 144, 485, 98, negative
2, 47, 94, 23.5, 0.17, 0.511, 1.14, 16, 48, 14, negative
9, 32, 288, 3.556, 0.417, 0.715, 3.08, 120, 206, 39, negative
6, 50, 300, 8.333, 0.24, 0.63, 1.76, 72, 189, 41, negative
7, 46, 322, 6.571, 0.416, 0.776, 2.63, 134, 250, 51, negative
9, 55, 495, 6.111, 0.275, 0.661, 1.92, 136, 327, 71, negative
7, 28, 196, 4.0, 0.286, 0.781, 1.56, 56, 153, 36, negative
7, 28, 196, 4.0, 0.306, 0.847, 1.58, 60, 166, 38, negative
7, 21, 147, 3.0, 0.286, 0.85, 1.35, 42, 125, 31, negative
5, 2, 10, 0.4, 0.7, 0.7, 7.0, 7, 7, 1, positive
5, 15, 75, 3.0, 0.093, 0.347, 1.4, 7, 26, 5, negative
5, 39, 195, 7.8, 0.338, 0.903, 1.35, 66, 176, 49, negative
17, 110, 1870, 6.471, 0.175, 0.603, 1.46, 328, 1128, 224, negative
1, 12, 12, 12.0, 0.667, 1.0, 4.0, 8, 12, 2, positive
9, 18, 162, 2.0, 0.309, 0.901, 2.63, 50, 146, 19, negative
8, 22, 176, 2.75, 0.324, 0.909, 1.78, 57, 160, 32, negative
118, 105, 12390, 0.89, 0.052, 0.105, 3.33, 642, 1296, 193, positive
9, 231, 2079, 25.667, 0.196, 0.637, 1.49, 407, 1324, 274, negative
8, 90, 720, 11.25, 0.207, 0.738, 1.54, 149, 531, 97, negative
5, 89, 445, 17.8, 0.169, 0.717, 1.14, 75, 319, 66, negative
20, 18, 360, 0.9, 0.489, 0.583, 19.56, 176, 210, 9, negative
8, 41, 328, 5.125, 0.265, 0.616, 2.35, 87, 202, 37, negative
10, 67, 670, 6.7, 0.291, 0.588, 2.27, 195, 394, 86, negative
11, 11, 121, 1.0, 0.537, 0.876, 5.0, 65, 106, 13, negative
7, 9, 63, 1.286, 0.444, 0.825, 3.11, 28, 52, 9, negative
11, 11, 121, 1.0, 0.43, 0.802, 4.73, 52, 97, 11, negative
10, 1, 10, 0.1, 1.0, 1.0, 10.0, 10, 10, 1, positive
8, 1, 8, 0.125, 1.0, 1.0, 8.0, 8, 8, 1, positive
10, 170, 1700, 17.0, 0.261, 0.709, 1.66, 444, 1206, 268, negative
11, 147, 1617, 13.364, 0.32, 0.607, 2.2, 518, 982, 235, negative
1, 20, 20, 20.0, 0.85, 1.0, 8.5, 17, 20, 2, positive
