@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
10, 157, 1570, 15.7, 0.233, 0.565, 1.65, 366, 887, 222, negative
10, 20, 200, 2.0, 0.375, 0.855, 2.27, 75, 171, 33, negative
9, 33, 297, 3.667, 0.36, 0.818, 2.02, 107, 243, 53, negative
11, 132, 1452, 12.0, 0.189, 0.44, 2.04, 274, 639, 134, negative
7, 72, 504, 10.286, 0.405, 0.845, 1.85, 204, 426, 110, negative
10, 23, 230, 2.3, 0.37, 0.83, 2.3, 85, 191, 37, negative
7, 14, 98, 2.0, 0.408, 0.939, 2.5, 40, 92, 16, negative
8, 16, 128, 2.0, 0.367, 0.969, 1.88, 47, 124, 25, negative
10, 100, 1000, 10.0, 0.267, 0.724, 1.82, 267, 724, 147, negative
8, 14, 112, 1.75, 0.402, 1.0, 1.55, 45, 112, 29, negative
7, 11, 77, 1.571, 0.455, 0.974, 1.75, 35, 75, 20, negative
10, 35, 350, 3.5, 0.091, 0.157, 2.67, 32, 55, 12, negative
8, 24, 192, 3.0, 0.328, 0.625, 1.75, 63, 120, 36, negative
7, 16, 112, 2.286, 0.42, 0.768, 1.96, 47, 86, 24, negative
10, 22, 220, 2.2, 0.277, 0.595, 1.74, 61, 131, 35, negative
86, 67, 5762, 0.779, 0.164, 0.935, 2.37, 947, 5386, 399, positive
24, 280, 6720, 11.667, 0.449, 0.904, 7.76, 3018, 6072, 389, negative
2, 536, 1072, 268.0, 0.538, 0.737, 30.37, 577, 790, 19, positive
8, 344, 2752, 43.0, 0.216, 0.838, 1.22, 595, 2307, 486, negative
8, 109, 872, 13.625, 0.109, 0.508, 1.25, 95, 443, 76, negative
8, 145, 1160, 18.125, 0.156, 0.773, 1.24, 181, 897, 146, negative
8, 82, 656, 10.25, 0.418, 0.753, 2.51, 274, 494, 109, negative
4, 4, 16, 1.0, 0.438, 0.438, 7.0, 7, 7, 1, negative
9, 101, 909, 11.222, 0.211, 0.816, 1.37, 192, 742, 140, negative
9, 534, 4806, 59.333, 0.134, 0.503, 1.34, 644, 2419, 482, negative
28, 32, 896, 1.143, 0.481, 0.742, 7.43, 431, 665, 58, positive
9, 180, 1620, 20.0, 0.343, 0.738, 2.47, 555, 1196, 225, negative
6, 29, 174, 4.833, 0.368, 0.954, 1.73, 64, 166, 37, negative
8, 275, 2200, 34.375, 0.209, 0.737, 1.31, 460, 1621, 351, negative
10, 508, 5080, 50.8, 0.131, 0.51, 1.27, 667, 2593, 527, negative
32, 350, 11200, 10.938, 0.142, 0.402, 3.96, 1588, 4497, 401, positive
13, 37, 481, 2.846, 0.322, 0.992, 3.52, 155, 477, 44, negative
2, 537, 1074, 268.5, 0.507, 0.528, 181.33, 544, 567, 3, positive
9, 535, 4815, 59.444, 0.173, 0.667, 1.36, 832, 3214, 613, negative
9, 535, 4815, 59.444, 0.191, 0.788, 1.36, 921, 3793, 676, negative
8, 69, 552, 8.625, 0.234, 0.683, 1.54, 129, 377, 84, negative
2, 537, 1074, 268.5, 0.594, 0.655, 21.27, 638, 703, 30, positive
7, 152, 1064, 21.714, 0.214, 0.73, 1.27, 228, 777, 179, negative
9, 535, 4815, 59.444, 0.118, 0.482, 1.31, 566, 2323, 432, negative
31, 105, 3255, 3.387, 0.242, 0.456, 4.89, 787, 1485, 161, positive
13, 228, 2964, 17.538, 0.264, 0.942, 3.29, 783, 2791, 238, negative
9, 181, 1629, 20.111, 0.361, 0.74, 2.76, 588, 1205, 213, negative
2, 98, 196, 49.0, 0.48, 0.653, 9.4, 94, 128, 10, positive
9, 536, 4824, 59.556, 0.091, 0.358, 1.38, 441, 1725, 320, negative
9, 102, 918, 11.333, 0.183, 0.804, 1.27, 168, 738, 132, negative
9, 219, 1971, 24.333, 0.109, 0.538, 1.43, 215, 1060, 150, negative
2, 537, 1074, 268.5, 0.52, 0.621, 26.57, 558, 667, 21, positive
8, 83, 664, 10.375, 0.393, 0.7, 2.42, 261, 465, 108, negative
8, 209, 1672, 26.125, 0.173, 0.828, 1.27, 290, 1384, 228, negative
9, 174, 1566, 19.333, 0.15, 0.738, 1.22, 235, 1156, 193, negative
1, 109, 109, 109.0, 0.183, 1.0, 1.05, 20, 109, 19, negative
7, 80, 560, 11.429, 0.155, 0.698, 1.18, 87, 391, 74, negative
1, 148, 148, 148.0, 0.986, 1.0, 73.0, 146, 148, 2, positive
13, 138, 1794, 10.615, 0.232, 0.697, 3.86, 417, 1251, 108, negative
25, 178, 4450, 7.12, 0.49, 0.896, 7.9, 2181, 3988, 276, negative
28, 32, 896, 1.143, 0.501, 0.744, 7.02, 449, 667, 64, negative
9, 183, 1647, 20.333, 0.327, 0.744, 2.25, 538, 1225, 239, negative
9, 105, 945, 11.667, 0.334, 0.869, 2.19, 316, 821, 144, negative
9, 249, 2241, 27.667, 0.301, 0.739, 1.96, 674, 1655, 344, negative
9, 510, 4590, 56.667, 0.075, 0.288, 1.44, 346, 1323, 241, negative
8, 14, 112, 1.75, 0.25, 0.786, 3.11, 28, 88, 9, negative
10, 511, 5110, 51.1, 0.115, 0.414, 1.53, 588, 2114, 385, negative
7, 215, 1505, 30.714, 0.538, 0.993, 3.2, 810, 1495, 253, negative
9, 511, 4599, 56.778, 0.164, 0.509, 1.42, 755, 2339, 530, negative
9, 536, 4824, 59.556, 0.126, 0.493, 1.34, 609, 2377, 456, negative
9, 102, 918, 11.333, 0.193, 0.768, 1.29, 177, 705, 137, negative
2, 537, 1074, 268.5, 0.538, 0.594, 32.11, 578, 638, 18, positive
6, 80, 480, 13.333, 0.352, 0.96, 1.51, 169, 461, 112, negative
13, 38, 494, 2.923, 0.334, 0.937, 3.93, 165, 463, 42, negative
8, 82, 656, 10.25, 0.434, 0.75, 2.91, 285, 492, 98, negative
9, 167, 1503, 18.556, 0.378, 0.727, 2.88, 568, 1093, 197, negative
2, 537, 1074, 268.5, 0.537, 0.609, 22.19, 577, 654, 26, positive
9, 492, 4428, 54.667, 0.209, 0.781, 1.33, 924, 3457, 697, negative
9, 376, 3384, 41.778, 0.225, 0.875, 1.34, 760, 2960, 569, negative
6, 13, 78, 2.167, 0.372, 0.987, 1.71, 29, 77, 17, negative
9, 259, 2331, 28.778, 0.189, 0.697, 1.31, 441, 1624, 336, negative
7, 143, 1001, 20.429, 0.105, 0.526, 1.28, 105, 527, 82, negative
9, 488, 4392, 54.222, 0.074, 0.343, 1.28, 326, 1508, 254, negative
9, 510, 4590, 56.667, 0.149, 0.592, 1.28, 684, 2717, 533, negative
24, 280, 6720, 11.667, 0.452, 0.899, 7.62, 3040, 6042, 399, negative
7, 136, 952, 19.429, 0.18, 0.775, 1.2, 171, 738, 142, negative
9, 332, 2988, 36.889, 0.159, 0.712, 1.21, 476, 2128, 393, negative
8, 190, 1520, 23.75, 0.118, 0.62, 1.21, 179, 943, 148, negative
9, 508, 4572, 56.444, 0.128, 0.53, 1.27, 587, 2425, 461, negative
1, 50, 50, 50.0, 0.2, 1.0, 1.11, 10, 50, 9, negative
83, 277, 22991, 3.337, 0.18, 0.365, 6.86, 4138, 8387, 603, positive
39, 1, 39, 0.026, 1.0, 1.0, 39.0, 39, 39, 1, positive
10, 55, 550, 5.5, 0.678, 0.827, 6.32, 373, 455, 59, negative
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, positive
1, 10, 10, 10.0, 0.8, 1.0, 4.0, 8, 10, 2, positive
53, 1, 53, 0.019, 1.0, 1.0, 53.0, 53, 53, 1, positive
7, 15, 105, 2.143, 0.705, 0.971, 6.17, 74, 102, 12, negative
11, 185, 2035, 16.818, 0.356, 0.772, 2.94, 724, 1572, 246, negative
42, 1, 42, 0.024, 1.0, 1.0, 42.0, 42, 42, 1, positive
13, 45, 585, 3.462, 0.429, 0.566, 6.61, 251, 331, 38, negative
10, 20, 200, 2.0, 0.61, 0.845, 8.13, 122, 169, 15, negative
10, 18, 180, 1.8, 0.656, 0.9, 6.94, 118, 162, 17, negative
187, 137, 25619, 0.733, 0.899, 0.991, 29.29, 23025, 25400, 786, positive
26, 170, 4420, 6.538, 0.188, 0.909, 1.54, 833, 4017, 542, negative
10, 18, 180, 1.8, 0.522, 0.772, 8.55, 94, 139, 11, negative
7, 64, 448, 9.143, 0.498, 0.911, 2.93, 223, 408, 76, negative
14, 367, 5138, 26.214, 0.349, 0.576, 4.5, 1791, 2962, 398, negative
10, 18, 180, 1.8, 0.572, 0.867, 6.44, 103, 156, 16, negative
15, 419, 6285, 27.933, 0.345, 0.526, 4.5, 2170, 3309, 482, negative
25, 1, 25, 0.04, 1.0, 1.0, 25.0, 25, 25, 1, positive
12, 335, 4020, 27.917, 0.4, 0.677, 4.61, 1606, 2722, 348, negative
1, 159, 159, 159.0, 0.975, 1.0, 77.5, 155, 159, 2, positive
13, 123, 1599, 9.462, 0.428, 0.798, 4.38, 684, 1276, 156, negative
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, positive
12, 72, 864, 6.0, 0.615, 0.862, 6.4, 531, 745, 83, negative
10, 10, 100, 1.0, 0.52, 0.53, 52.0, 52, 53, 1, negative
10, 16, 160, 1.6, 0.619, 0.963, 6.19, 99, 154, 16, negative
10, 20, 200, 2.0, 0.485, 0.68, 8.82, 97, 136, 11, negative
11, 433, 4763, 39.364, 0.449, 0.706, 4.65, 2137, 3365, 460, negative
9, 19, 171, 2.111, 0.655, 0.871, 8.62, 112, 149, 13, negative
10, 19, 190, 1.9, 0.6, 0.768, 9.5, 114, 146, 12, negative
11, 184, 2024, 16.727, 0.471, 0.885, 4.48, 954, 1791, 213, negative
3, 3, 9, 1.0, 0.889, 1.0, 8.0, 8, 9, 1, negative
14, 416, 5824, 29.714, 0.384, 0.617, 4.64, 2234, 3594, 481, negative
14, 320, 4480, 22.857, 0.354, 0.585, 4.46, 1584, 2621, 355, negative
13, 1, 13, 0.077, 1.0, 1.0, 13.0, 13, 13, 1, positive
1, 63, 63, 63.0, 0.587, 1.0, 2.31, 37, 63, 16, positive
16, 344, 5504, 21.5, 0.373, 0.572, 5.73, 2053, 3146, 358, negative
11, 20, 220, 1.818, 0.564, 0.909, 8.27, 124, 200, 15, negative
25, 198, 4950, 7.92, 0.869, 0.932, 15.94, 4304, 4611, 270, negative
12, 23, 276, 1.917, 0.576, 0.826, 7.57, 159, 228, 21, negative
26, 184, 4784, 7.077, 0.773, 0.886, 16.88, 3696, 4241, 219, negative
11, 24, 264, 2.182, 0.53, 0.727, 10.0, 140, 192, 14, negative
7, 79, 553, 11.286, 0.566, 0.967, 3.56, 313, 535, 88, negative
24, 120, 2880, 5.0, 0.927, 0.972, 21.36, 2670, 2800, 125, negative
25, 203, 5075, 8.12, 0.837, 0.929, 15.22, 4246, 4713, 279, negative
14, 62, 868, 4.429, 0.433, 0.646, 5.97, 376, 561, 63, negative
23, 198, 4554, 8.609, 0.924, 0.999, 14.93, 4210, 4548, 282, negative
9, 83, 747, 9.222, 0.356, 0.914, 2.77, 266, 683, 96, negative
16, 352, 5632, 22.0, 0.39, 0.738, 5.25, 2196, 4157, 418, negative
16, 417, 6672, 26.063, 0.381, 0.652, 5.29, 2543, 4349, 481, negative
14, 2, 28, 0.143, 0.536, 0.536, 15.0, 15, 15, 1, positive
24, 135, 3240, 5.625, 0.911, 0.966, 18.69, 2953, 3131, 158, negative
17, 403, 6851, 23.706, 0.349, 0.521, 5.43, 2388, 3568, 440, negative
77, 271, 20867, 3.519, 0.478, 0.744, 11.28, 9981, 15523, 885, negative
8, 13, 104, 1.625, 0.663, 0.817, 6.9, 69, 85, 10, negative
8, 157, 1256, 19.625, 0.446, 0.987, 2.55, 560, 1240, 220, negative
7, 13, 91, 1.857, 0.78, 0.989, 7.89, 71, 90, 9, negative
10, 316, 3160, 31.6, 0.366, 0.673, 2.74, 1158, 2126, 422, negative
10, 398, 3980, 39.8, 0.342, 0.745, 2.44, 1361, 2965, 557, negative
10, 279, 2790, 27.9, 0.377, 0.687, 2.7, 1052, 1916, 389, negative
8, 109, 872, 13.625, 0.447, 0.959, 2.47, 390, 836, 158, negative
10, 162, 1620, 16.2, 0.294, 0.73, 2.71, 477, 1183, 176, negative
3, 104, 312, 34.667, 0.606, 0.683, 9.95, 189, 213, 19, negative
11, 63, 693, 5.727, 0.413, 0.804, 3.08, 286, 557, 93, negative
17, 24, 408, 1.412, 0.426, 0.735, 4.7, 174, 300, 37, negative
9, 168, 1512, 18.667, 0.268, 0.661, 1.89, 405, 1000, 214, negative
7, 219, 1533, 31.286, 0.195, 0.617, 1.44, 299, 946, 207, negative
6, 48, 288, 8.0, 0.316, 0.965, 1.57, 91, 278, 58, negative
8, 113, 904, 14.125, 0.21, 0.759, 1.41, 190, 686, 135, negative
17, 22, 374, 1.294, 0.321, 0.406, 8.57, 120, 152, 14, negative
6, 47, 282, 7.833, 0.177, 0.45, 1.61, 50, 127, 31, negative
4, 25, 100, 6.25, 0.28, 0.71, 1.33, 28, 71, 21, negative
17, 22, 374, 1.294, 0.409, 0.757, 4.5, 153, 283, 34, negative
7, 211, 1477, 30.143, 0.257, 0.653, 1.7, 380, 965, 223, negative
7, 223, 1561, 31.857, 0.205, 0.664, 1.4, 320, 1036, 229, negative
9, 333, 2997, 37.0, 0.237, 0.671, 1.57, 711, 2011, 452, negative
6, 94, 564, 15.667, 0.188, 0.874, 1.63, 106, 493, 65, negative
7, 61, 427, 8.714, 0.241, 0.794, 1.47, 103, 339, 70, negative
6, 97, 582, 16.167, 0.232, 0.852, 1.55, 135, 496, 87, negative
16, 24, 384, 1.5, 0.411, 0.872, 4.51, 158, 335, 35, negative
6, 97, 582, 16.167, 0.235, 0.703, 1.71, 137, 409, 80, negative
6, 93, 558, 15.5, 0.276, 0.962, 1.52, 154, 537, 101, negative
6, 96, 576, 16.0, 0.262, 0.842, 1.51, 151, 485, 100, negative
4, 108, 432, 27.0, 0.778, 0.826, 56.0, 336, 357, 6, positive
11, 252, 2772, 22.909, 0.092, 0.095, 63.75, 255, 262, 4, positive
9, 38, 342, 4.222, 0.377, 0.731, 2.74, 129, 250, 47, negative
7, 164, 1148, 23.429, 0.281, 0.838, 1.6, 323, 962, 202, negative
8, 22, 176, 2.75, 0.438, 0.79, 2.41, 77, 139, 32, negative
1, 91, 91, 91.0, 0.352, 1.0, 1.03, 32, 91, 31, negative
1, 45, 45, 45.0, 0.356, 1.0, 1.07, 16, 45, 15, negative
8, 117, 936, 14.625, 0.201, 0.698, 1.45, 188, 653, 130, negative
9, 261, 2349, 29.0, 0.183, 0.718, 1.42, 430, 1686, 302, negative
4, 253, 1012, 63.25, 0.129, 0.66, 1.41, 131, 668, 93, negative
9, 222, 1998, 24.667, 0.202, 0.711, 1.52, 403, 1421, 266, negative
6, 13, 78, 2.167, 0.295, 0.692, 1.53, 23, 54, 15, negative
5, 19, 95, 3.8, 0.316, 0.916, 1.5, 30, 87, 20, negative
7, 22, 154, 3.143, 0.097, 0.403, 1.36, 15, 62, 11, negative
8, 39, 312, 4.875, 0.205, 0.712, 1.36, 64, 222, 47, negative
7, 28, 196, 4.0, 0.27, 0.75, 1.36, 53, 147, 39, negative
5, 7, 35, 1.4, 0.314, 0.857, 1.83, 11, 30, 6, negative
10, 17, 170, 1.7, 0.224, 0.729, 2.38, 38, 124, 16, negative
10, 23, 230, 2.3, 0.261, 0.787, 1.76, 60, 181, 34, negative
1, 235, 235, 235.0, 0.923, 1.0, 27.13, 217, 235, 8, positive
3, 550, 1650, 183.33, 0.339, 0.401, 15.11, 559, 662, 37, positive
10, 18, 180, 1.8, 0.294, 0.872, 2.3, 53, 157, 23, negative
13, 423, 5499, 32.538, 0.188, 0.762, 1.64, 1034, 4191, 632, negative
1, 8, 8, 8.0, 1.0, 1.0, 8.0, 8, 8, 1, positive
8, 302, 2416, 37.75, 0.211, 0.73, 1.43, 510, 1763, 356, negative
8, 42, 336, 5.25, 0.271, 0.813, 1.54, 91, 273, 59, negative
1, 71, 71, 71.0, 0.521, 1.0, 2.31, 37, 71, 16, positive
7, 92, 644, 13.143, 0.309, 0.896, 1.88, 199, 577, 106, negative
6, 263, 1578, 43.833, 0.124, 0.66, 1.11, 196, 1041, 177, negative
6, 106, 636, 17.667, 0.129, 0.835, 1.14, 82, 531, 72, negative
20, 16, 320, 0.8, 0.5, 0.572, 26.67, 160, 183, 6, negative
33, 180, 5940, 5.455, 0.236, 0.611, 1.68, 1400, 3627, 835, negative
12, 33, 396, 2.75, 0.391, 0.793, 4.08, 155, 314, 38, negative
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, positive
2, 22, 44, 11.0, 0.477, 1.0, 21.0, 21, 44, 1, positive
1, 159, 159, 159.0, 0.994, 1.0, 158.0, 158, 159, 1, positive
36, 5, 180, 0.139, 0.656, 0.817, 7.87, 118, 147, 15, negative
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, positive
1, 70, 70, 70.0, 1.0, 1.0, 70.0, 70, 70, 1, positive
9, 151, 1359, 16.778, 0.257, 0.941, 1.48, 349, 1279, 236, negative
10, 11, 110, 1.1, 0.491, 0.845, 4.5, 54, 93, 12, negative
9, 57, 513, 6.333, 0.285, 0.91, 1.39, 146, 467, 105, negative
11, 12, 132, 1.091, 0.492, 0.75, 4.33, 65, 99, 15, negative
2, 62, 124, 31.0, 0.452, 0.565, 11.2, 56, 70, 5, positive
