@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
8, 50, 400, 6.25, 0.36, 0.728, 1.97, 144, 291, 73, negative
7, 9, 63, 1.286, 0.365, 0.698, 1.64, 23, 44, 14, negative
7, 41, 287, 5.857, 0.422, 1.0, 1.73, 121, 287, 70, negative
8, 6, 48, 0.75, 0.417, 0.917, 2.22, 20, 44, 9, negative
9, 56, 504, 6.222, 0.327, 0.688, 1.94, 165, 347, 85, negative
10, 40, 400, 4.0, 0.295, 0.683, 2.07, 118, 273, 57, negative
8, 21, 168, 2.625, 0.417, 0.958, 1.94, 70, 161, 36, negative
10, 23, 230, 2.3, 0.343, 0.791, 1.88, 79, 182, 42, negative
8, 31, 248, 3.875, 0.347, 0.734, 1.79, 86, 182, 48, negative
7, 31, 217, 4.429, 0.461, 0.922, 2.13, 100, 200, 47, negative
8, 46, 368, 5.75, 0.356, 0.957, 1.79, 131, 352, 73, negative
10, 25, 250, 2.5, 0.332, 0.772, 1.89, 83, 193, 44, negative
10, 48, 480, 4.8, 0.3, 0.556, 2.15, 144, 267, 67, negative
8, 16, 128, 2.0, 0.383, 0.781, 1.69, 49, 100, 29, negative
15, 67, 1005, 4.467, 0.293, 0.607, 3.59, 294, 610, 82, negative
9, 103, 927, 11.444, 0.369, 0.877, 2.55, 342, 813, 134, negative
9, 123, 1107, 13.667, 0.346, 0.74, 2.21, 383, 819, 173, negative
7, 11, 77, 1.571, 0.234, 0.545, 2.57, 18, 42, 7, negative
8, 233, 1864, 29.125, 0.262, 0.838, 1.58, 488, 1562, 309, negative
9, 304, 2736, 33.778, 0.202, 0.749, 1.32, 554, 2049, 419, negative
7, 51, 357, 7.286, 0.207, 0.969, 1.14, 74, 346, 65, negative
8, 280, 2240, 35.0, 0.191, 0.709, 1.28, 427, 1589, 333, negative
7, 80, 560, 11.429, 0.102, 0.468, 1.39, 57, 262, 41, negative
6, 13, 78, 2.167, 0.282, 0.808, 1.57, 22, 63, 14, negative
9, 331, 2979, 36.778, 0.126, 0.527, 1.21, 374, 1570, 308, negative
9, 532, 4788, 59.111, 0.154, 0.642, 1.29, 736, 3073, 572, negative
9, 510, 4590, 56.667, 0.137, 0.636, 1.24, 629, 2918, 506, negative
13, 57, 741, 4.385, 0.745, 1.0, 11.5, 552, 741, 48, negative
13, 38, 494, 2.923, 0.33, 0.98, 3.88, 163, 484, 42, negative
5, 98, 490, 19.6, 0.341, 0.639, 2.14, 167, 313, 78, negative
25, 291, 7275, 11.64, 0.456, 0.934, 7.29, 3315, 6796, 455, negative
8, 73, 584, 9.125, 0.433, 0.875, 2.75, 253, 511, 92, negative
8, 102, 816, 12.75, 0.403, 0.929, 2.7, 329, 758, 122, negative
8, 123, 984, 15.375, 0.402, 0.75, 2.71, 396, 738, 146, negative
7, 197, 1379, 28.143, 0.072, 0.326, 1.5, 99, 450, 66, negative
14, 298, 4172, 21.286, 0.207, 0.71, 3.49, 862, 2962, 247, negative
8, 214, 1712, 26.75, 0.421, 0.807, 2.9, 720, 1382, 248, negative
3, 470, 1410, 156.67, 0.352, 0.387, 23.62, 496, 545, 21, positive
6, 62, 372, 10.333, 0.234, 0.852, 1.36, 87, 317, 64, negative
1, 263, 263, 263.0, 0.152, 1.0, 1.03, 40, 263, 39, negative
1, 200, 200, 200.0, 0.13, 1.0, 1.04, 26, 200, 25, negative
7, 147, 1029, 21.0, 0.215, 0.956, 1.28, 221, 984, 173, negative
8, 152, 1216, 19.0, 0.199, 0.677, 1.27, 242, 823, 191, negative
2, 63, 126, 31.5, 0.341, 0.508, 10.75, 43, 64, 4, positive
9, 505, 4545, 56.111, 0.189, 0.626, 1.32, 861, 2847, 654, negative
2, 475, 950, 237.5, 0.504, 0.544, 95.8, 479, 517, 5, positive
6, 75, 450, 12.5, 0.356, 0.973, 1.47, 160, 438, 109, negative
9, 169, 1521, 18.778, 0.333, 0.726, 2.3, 507, 1104, 220, negative
7, 262, 1834, 37.429, 0.152, 0.684, 1.28, 279, 1254, 218, negative
7, 175, 1225, 25.0, 0.186, 0.906, 1.21, 228, 1110, 188, negative
7, 59, 413, 8.429, 0.15, 0.576, 1.38, 62, 238, 45, negative
1, 123, 123, 123.0, 0.163, 1.0, 1.05, 20, 123, 19, negative
5, 75, 375, 15.0, 0.269, 0.979, 1.22, 101, 367, 83, negative
1, 89, 89, 89.0, 0.169, 1.0, 1.07, 15, 89, 14, negative
7, 141, 987, 20.143, 0.16, 0.757, 1.17, 158, 747, 135, negative
8, 63, 504, 7.875, 0.321, 0.954, 1.82, 162, 481, 89, negative
8, 187, 1496, 23.375, 0.155, 0.747, 1.38, 232, 1118, 168, negative
8, 15, 120, 1.875, 0.267, 0.767, 2.29, 32, 92, 14, negative
10, 474, 4740, 47.4, 0.187, 0.578, 1.51, 886, 2740, 585, negative
7, 14, 98, 2.0, 0.316, 0.776, 2.21, 31, 76, 14, negative
8, 38, 304, 4.75, 0.128, 0.444, 1.86, 39, 135, 21, negative
3, 538, 1614, 179.33, 0.37, 0.424, 22.11, 597, 685, 27, positive
7, 100, 700, 14.286, 0.279, 0.98, 1.63, 195, 686, 120, negative
9, 535, 4815, 59.444, 0.192, 0.658, 1.42, 926, 3167, 654, negative
10, 506, 5060, 50.6, 0.15, 0.589, 1.34, 758, 2980, 564, negative
9, 510, 4590, 56.667, 0.161, 0.595, 1.31, 740, 2732, 566, negative
7, 245, 1715, 35.0, 0.143, 0.608, 1.41, 246, 1042, 175, negative
30, 61, 1830, 2.033, 0.157, 0.483, 1.88, 288, 884, 153, positive
8, 100, 800, 12.5, 0.245, 0.863, 1.58, 196, 690, 124, negative
9, 124, 1116, 13.778, 0.367, 0.705, 2.85, 410, 787, 144, negative
6, 32, 192, 5.333, 0.286, 0.76, 1.41, 55, 146, 39, negative
9, 120, 1080, 13.333, 0.176, 0.752, 1.29, 190, 812, 147, negative
6, 13, 78, 2.167, 0.346, 0.846, 2.7, 27, 66, 10, negative
6, 13, 78, 2.167, 0.359, 1.0, 1.87, 28, 78, 15, negative
8, 273, 2184, 34.125, 0.215, 0.808, 1.27, 469, 1764, 369, negative
5, 13, 65, 2.6, 0.262, 0.769, 2.43, 17, 50, 7, negative
8, 64, 512, 8.0, 0.252, 0.865, 1.63, 129, 443, 79, negative
9, 457, 4113, 50.778, 0.173, 0.63, 1.28, 712, 2590, 555, negative
7, 168, 1176, 24.0, 0.081, 0.369, 1.14, 95, 434, 83, negative
6, 68, 408, 11.333, 0.172, 0.931, 1.25, 70, 380, 56, negative
7, 40, 280, 5.714, 0.232, 0.707, 1.38, 65, 198, 47, negative
1, 118, 118, 118.0, 0.186, 1.0, 1.05, 22, 118, 21, negative
7, 75, 525, 10.714, 0.661, 0.907, 5.51, 347, 476, 63, negative
14, 12, 168, 0.857, 0.661, 0.851, 9.25, 111, 143, 12, negative
10, 27, 270, 2.7, 0.63, 0.833, 6.07, 170, 225, 28, negative
12, 84, 1008, 7.0, 0.42, 0.565, 4.75, 423, 570, 89, negative
9, 36, 324, 4.0, 0.654, 0.92, 6.42, 212, 298, 33, negative
11, 123, 1353, 11.182, 0.48, 0.656, 5.74, 649, 887, 113, negative
12, 71, 852, 5.917, 0.481, 0.757, 5.86, 410, 645, 70, negative
11, 17, 187, 1.545, 0.321, 0.652, 4.29, 60, 122, 14, negative
34, 1, 34, 0.029, 1.0, 1.0, 34.0, 34, 34, 1, positive
13, 6, 78, 0.462, 0.436, 0.449, 34.0, 34, 35, 1, negative
10, 50, 500, 5.0, 0.602, 0.746, 5.57, 301, 373, 54, negative
13, 67, 871, 5.154, 0.441, 0.83, 5.19, 384, 723, 74, negative
2, 16, 32, 8.0, 0.25, 0.531, 2.67, 8, 17, 3, positive
1, 15, 15, 15.0, 0.733, 1.0, 3.67, 11, 15, 3, positive
1, 18, 18, 18.0, 0.5, 1.0, 3.0, 9, 18, 3, positive
11, 80, 880, 7.273, 0.492, 0.882, 4.98, 433, 776, 87, negative
10, 143, 1430, 14.3, 0.355, 0.775, 2.33, 508, 1108, 218, negative
24, 336, 8064, 14.0, 0.898, 0.958, 15.91, 7238, 7729, 455, negative
1, 52, 52, 52.0, 0.962, 1.0, 25.0, 50, 52, 2, positive
1, 34, 34, 34.0, 0.353, 1.0, 1.71, 12, 34, 7, positive
11, 184, 2024, 16.727, 0.455, 0.76, 4.72, 920, 1539, 195, negative
14, 359, 5026, 25.643, 0.368, 0.615, 4.56, 1848, 3093, 405, negative
10, 17, 170, 1.7, 0.506, 0.771, 7.82, 86, 131, 11, negative
3, 3, 9, 1.0, 0.889, 0.889, 8.0, 8, 8, 1, negative
11, 246, 2706, 22.364, 0.349, 0.765, 2.85, 944, 2071, 331, negative
10, 280, 2800, 28.0, 0.356, 0.77, 2.63, 998, 2157, 380, negative
13, 349, 4537, 26.846, 0.38, 0.668, 4.36, 1724, 3029, 395, negative
10, 159, 1590, 15.9, 0.355, 0.719, 3.07, 564, 1144, 184, negative
31, 1, 31, 0.032, 1.0, 1.0, 31.0, 31, 31, 1, positive
10, 252, 2520, 25.2, 0.377, 0.775, 2.88, 950, 1953, 330, negative
1, 30, 30, 30.0, 0.4, 1.0, 2.4, 12, 30, 5, positive
1, 94, 94, 94.0, 0.564, 1.0, 3.31, 53, 94, 16, positive
128, 347, 44416, 2.711, 0.399, 0.567, 13.07, 17721, 25163, 1356, positive
12, 71, 852, 5.917, 0.628, 0.872, 6.77, 535, 743, 79, negative
12, 1, 12, 0.083, 1.0, 1.0, 12.0, 12, 12, 1, positive
11, 183, 2013, 16.636, 0.465, 0.841, 4.53, 937, 1693, 207, negative
10, 240, 2400, 24.0, 0.383, 0.821, 2.75, 919, 1971, 334, negative
10, 19, 190, 1.9, 0.621, 0.858, 8.43, 118, 163, 14, negative
10, 19, 190, 1.9, 0.611, 0.9, 8.29, 116, 171, 14, negative
9, 20, 180, 2.222, 0.628, 0.856, 8.07, 113, 154, 14, negative
25, 261, 6525, 10.44, 0.887, 0.945, 17.75, 5785, 6164, 326, negative
13, 369, 4797, 28.385, 0.397, 0.662, 4.79, 1906, 3176, 398, negative
28, 333, 9324, 11.893, 0.351, 0.65, 4.55, 3270, 6057, 718, negative
14, 254, 3556, 18.143, 0.377, 0.569, 4.72, 1341, 2022, 284, negative
11, 70, 770, 6.364, 0.381, 0.639, 3.53, 293, 492, 83, negative
12, 20, 240, 1.667, 0.546, 0.838, 8.19, 131, 201, 16, negative
12, 71, 852, 5.917, 0.608, 0.863, 6.4, 518, 735, 81, negative
11, 56, 616, 5.091, 0.386, 0.7, 3.09, 238, 431, 77, negative
17, 96, 1632, 5.647, 0.366, 0.675, 5.15, 597, 1101, 116, negative
11, 71, 781, 6.455, 0.666, 0.937, 6.19, 520, 732, 84, negative
12, 69, 828, 5.75, 0.332, 0.626, 2.81, 275, 518, 98, negative
11, 22, 242, 2.0, 0.579, 0.806, 7.78, 140, 195, 18, negative
11, 81, 891, 7.364, 0.339, 0.695, 2.77, 302, 619, 109, negative
9, 155, 1395, 17.222, 0.376, 0.722, 2.53, 524, 1007, 207, negative
12, 72, 864, 6.0, 0.638, 0.918, 6.12, 551, 793, 90, negative
11, 236, 2596, 21.455, 0.354, 0.803, 2.91, 920, 2084, 316, negative
3, 4, 12, 1.333, 0.917, 0.917, 11.0, 11, 11, 1, negative
11, 94, 1034, 8.545, 0.38, 0.677, 3.12, 393, 700, 126, negative
6, 57, 342, 9.5, 0.453, 0.906, 2.46, 155, 310, 63, negative
8, 104, 832, 13.0, 0.575, 0.87, 3.71, 478, 724, 129, negative
9, 268, 2412, 29.778, 0.465, 0.694, 6.3, 1122, 1675, 178, negative
8, 13, 104, 1.625, 0.635, 0.788, 8.25, 66, 82, 8, negative
8, 170, 1360, 21.25, 0.277, 0.89, 1.6, 377, 1210, 236, negative
7, 80, 560, 11.429, 0.361, 0.961, 1.63, 202, 538, 124, negative
8, 12, 96, 1.5, 0.583, 0.813, 6.22, 56, 78, 9, negative
8, 162, 1296, 20.25, 0.204, 0.412, 3.12, 265, 534, 85, negative
8, 163, 1304, 20.375, 0.383, 0.982, 2.79, 500, 1280, 179, negative
8, 131, 1048, 16.375, 0.246, 0.796, 1.46, 258, 834, 177, negative
5, 70, 350, 14.0, 0.18, 0.417, 1.4, 63, 146, 45, negative
17, 24, 408, 1.412, 0.426, 0.792, 4.46, 174, 323, 39, negative
10, 141, 1410, 14.1, 0.236, 0.645, 2.25, 333, 910, 148, negative
5, 69, 345, 13.8, 0.249, 0.632, 1.51, 86, 218, 57, negative
9, 150, 1350, 16.667, 0.237, 0.579, 1.75, 320, 782, 183, negative
197, 198, 39006, 1.005, 0.273, 0.332, 46.93, 10654, 12964, 227, positive
13, 323, 4199, 24.846, 0.256, 0.557, 2.4, 1076, 2340, 449, negative
9, 184, 1656, 20.444, 0.214, 0.798, 1.46, 354, 1322, 242, negative
5, 93, 465, 18.6, 0.351, 1.0, 1.66, 163, 465, 98, negative
1, 18, 18, 18.0, 0.389, 1.0, 3.5, 7, 18, 2, negative
10, 293, 2930, 29.3, 0.207, 0.596, 1.53, 606, 1746, 397, negative
5, 96, 480, 19.2, 0.342, 0.738, 2.13, 164, 354, 77, negative
13, 239, 3107, 18.385, 0.239, 0.615, 2.16, 742, 1912, 343, negative
8, 298, 2384, 37.25, 0.242, 0.791, 1.5, 576, 1886, 383, negative
10, 319, 3190, 31.9, 0.239, 0.674, 1.67, 764, 2149, 458, negative
6, 95, 570, 15.833, 0.256, 0.768, 1.78, 146, 438, 82, negative
6, 96, 576, 16.0, 0.234, 0.668, 2.01, 135, 385, 67, negative
12, 91, 1092, 7.583, 0.281, 0.59, 2.46, 307, 644, 125, negative
6, 96, 576, 16.0, 0.318, 0.575, 3.0, 183, 331, 61, negative
32, 1, 32, 0.031, 1.0, 1.0, 32.0, 32, 32, 1, positive
7, 59, 413, 8.429, 0.462, 1.0, 2.33, 191, 413, 82, negative
1, 40, 40, 40.0, 0.4, 1.0, 1.07, 16, 40, 15, negative
1, 35, 35, 35.0, 0.429, 1.0, 1.07, 15, 35, 14, negative
6, 7, 42, 1.167, 0.333, 0.952, 1.4, 14, 40, 10, negative
1, 33, 33, 33.0, 0.364, 1.0, 1.09, 12, 33, 11, negative
7, 76, 532, 10.857, 0.301, 0.859, 1.38, 160, 457, 116, negative
6, 31, 186, 5.167, 0.199, 0.565, 1.85, 37, 105, 20, negative
5, 12, 60, 2.4, 0.2, 0.467, 1.71, 12, 28, 7, negative
9, 49, 441, 5.444, 0.252, 0.739, 1.61, 111, 326, 69, negative
7, 118, 826, 16.857, 0.386, 0.869, 2.26, 319, 718, 141, negative
8, 17, 136, 2.125, 0.228, 0.86, 1.48, 31, 117, 21, negative
8, 54, 432, 6.75, 0.188, 0.78, 1.53, 81, 337, 53, negative
6, 7, 42, 1.167, 0.452, 1.0, 2.38, 19, 42, 8, negative
8, 180, 1440, 22.5, 0.213, 0.794, 1.39, 306, 1143, 220, negative
5, 42, 210, 8.4, 0.257, 0.838, 1.46, 54, 176, 37, negative
5, 11, 55, 2.2, 0.309, 0.836, 1.7, 17, 46, 10, negative
9, 46, 414, 5.111, 0.297, 0.833, 1.66, 123, 345, 74, negative
6, 8, 48, 1.333, 0.417, 1.0, 2.86, 20, 48, 7, negative
11, 552, 6072, 50.182, 0.816, 0.816, 4955.0, 4955, 4955, 1, positive
36, 186, 6696, 5.167, 0.318, 0.654, 7.28, 2126, 4382, 292, negative
14, 18, 252, 1.286, 0.298, 0.655, 5.0, 75, 165, 15, negative
1, 184, 184, 184.0, 0.967, 1.0, 44.5, 178, 184, 4, positive
14, 412, 5768, 29.429, 0.179, 0.671, 1.59, 1032, 3869, 651, negative
11, 357, 3927, 32.455, 0.215, 0.823, 1.55, 845, 3232, 546, negative
5, 5, 25, 1.0, 0.72, 0.72, 18.0, 18, 18, 1, negative
1, 34, 34, 34.0, 0.471, 1.0, 1.07, 16, 34, 15, positive
6, 96, 576, 16.0, 0.238, 0.778, 1.38, 137, 448, 99, negative
9, 299, 2691, 33.222, 0.226, 0.705, 1.58, 607, 1896, 385, negative
8, 319, 2552, 39.875, 0.174, 0.692, 1.26, 445, 1765, 353, negative
11, 48, 528, 4.364, 0.237, 0.39, 7.35, 125, 206, 17, positive
7, 75, 525, 10.714, 0.156, 0.758, 1.28, 82, 398, 64, negative
7, 85, 595, 12.143, 0.192, 0.869, 1.3, 114, 517, 88, negative
6, 19, 114, 3.167, 0.184, 0.781, 1.24, 21, 89, 17, negative
5, 63, 315, 12.6, 0.21, 0.914, 1.47, 66, 288, 45, negative
7, 42, 294, 6.0, 0.143, 0.714, 1.27, 42, 210, 33, negative
8, 32, 256, 4.0, 0.402, 0.496, 34.33, 103, 127, 3, negative
9, 29, 261, 3.222, 0.31, 0.686, 2.13, 81, 179, 38, negative
10, 31, 310, 3.1, 0.281, 0.606, 1.98, 87, 188, 44, negative
18, 342, 6156, 19.0, 0.847, 0.897, 43.48, 5217, 5522, 120, positive
14, 84, 1176, 6.0, 0.261, 0.623, 2.31, 307, 733, 133, negative
11, 137, 1507, 12.455, 0.317, 0.652, 2.7, 478, 982, 177, negative
38, 127, 4826, 3.342, 0.464, 0.87, 3.41, 2238, 4199, 657, negative
11, 147, 1617, 13.364, 0.257, 0.761, 1.58, 416, 1230, 264, negative
1, 87, 87, 87.0, 0.92, 1.0, 16.0, 80, 87, 5, positive
