@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
10, 45, 450, 4.5, 0.282, 0.718, 1.84, 127, 323, 69, negative
8, 9, 72, 1.125, 0.278, 0.5, 2.86, 20, 36, 7, negative
10, 22, 220, 2.2, 0.332, 0.714, 2.15, 73, 157, 34, negative
8, 3, 24, 0.375, 0.5, 1.0, 3.0, 12, 24, 4, negative
7, 20, 140, 2.857, 0.464, 0.986, 2.32, 65, 138, 28, negative
7, 20, 140, 2.857, 0.336, 0.707, 2.24, 47, 99, 21, negative
7, 6, 42, 0.857, 0.357, 1.0, 1.67, 15, 42, 9, negative
13, 38, 494, 2.923, 0.314, 0.957, 3.6, 155, 473, 43, negative
24, 177, 4248, 7.375, 0.508, 0.927, 8.05, 2157, 3939, 268, negative
8, 82, 656, 10.25, 0.396, 0.713, 2.63, 260, 468, 99, negative
1, 13, 13, 13.0, 0.769, 1.0, 5.0, 10, 13, 2, negative
9, 509, 4581, 56.556, 0.123, 0.501, 1.26, 563, 2297, 448, negative
8, 150, 1200, 18.75, 0.158, 0.594, 1.23, 189, 713, 154, negative
9, 465, 4185, 51.667, 0.157, 0.644, 1.24, 658, 2694, 532, negative
2, 536, 1072, 268.0, 0.498, 0.533, 41.08, 534, 571, 13, positive
8, 69, 552, 8.625, 0.098, 0.344, 1.38, 54, 190, 39, negative
6, 12, 72, 2.0, 0.292, 0.778, 1.62, 21, 56, 13, negative
9, 343, 3087, 38.111, 0.162, 0.677, 1.24, 499, 2091, 401, negative
7, 66, 462, 9.429, 0.171, 0.903, 1.49, 79, 417, 53, negative
2, 536, 1072, 268.0, 0.532, 0.558, 30.0, 570, 598, 19, positive
10, 508, 5080, 50.8, 0.1, 0.343, 1.36, 506, 1742, 372, negative
7, 61, 427, 8.714, 0.319, 0.988, 1.77, 136, 422, 77, negative
8, 150, 1200, 18.75, 0.205, 0.628, 1.32, 246, 753, 187, negative
9, 534, 4806, 59.333, 0.163, 0.633, 1.34, 784, 3043, 585, negative
9, 107, 963, 11.889, 0.191, 0.739, 1.36, 184, 712, 135, negative
10, 249, 2490, 24.9, 0.294, 0.636, 2.32, 731, 1584, 315, negative
8, 62, 496, 7.75, 0.308, 0.948, 1.91, 153, 470, 80, negative
9, 151, 1359, 16.778, 0.184, 0.5, 1.4, 250, 679, 178, negative
9, 279, 2511, 31.0, 0.097, 0.339, 1.34, 243, 851, 181, negative
7, 155, 1085, 22.143, 0.178, 0.614, 1.46, 193, 666, 132, negative
8, 299, 2392, 37.375, 0.186, 0.687, 1.32, 446, 1643, 338, negative
8, 198, 1584, 24.75, 0.215, 0.832, 1.31, 341, 1318, 260, negative
5, 13, 65, 2.6, 0.338, 0.723, 2.2, 22, 47, 10, negative
24, 186, 4464, 7.75, 0.505, 0.989, 7.4, 2256, 4413, 305, negative
7, 96, 672, 13.714, 0.274, 0.982, 1.6, 184, 660, 115, negative
9, 108, 972, 12.0, 0.345, 0.645, 2.45, 335, 627, 137, negative
1, 214, 214, 214.0, 1.0, 1.0, 214.0, 214, 214, 1, positive
10, 86, 860, 8.6, 0.145, 0.637, 1.21, 125, 548, 103, negative
24, 84, 2016, 3.5, 0.474, 0.872, 8.69, 956, 1758, 110, negative
9, 191, 1719, 21.222, 0.328, 0.747, 2.14, 564, 1284, 264, negative
6, 32, 192, 5.333, 0.365, 0.958, 1.67, 70, 184, 42, negative
8, 15, 120, 1.875, 0.25, 0.808, 2.14, 30, 97, 14, negative
11, 511, 5621, 46.455, 0.17, 0.538, 1.42, 956, 3023, 671, negative
9, 129, 1161, 14.333, 0.169, 0.647, 1.41, 196, 751, 139, negative
7, 15, 105, 2.143, 0.4, 0.924, 1.5, 42, 97, 28, negative
8, 15, 120, 1.875, 0.292, 0.808, 1.84, 35, 97, 19, negative
6, 83, 498, 13.833, 0.329, 0.823, 1.58, 164, 410, 104, negative
7, 41, 287, 5.857, 0.254, 0.697, 1.43, 73, 200, 51, negative
7, 13, 91, 1.857, 0.374, 1.0, 1.89, 34, 91, 18, negative
7, 14, 98, 2.0, 0.316, 0.908, 1.94, 31, 89, 16, negative
2, 537, 1074, 268.5, 0.621, 0.747, 16.68, 667, 802, 40, positive
7, 173, 1211, 24.714, 0.207, 0.86, 1.34, 251, 1042, 187, negative
2, 21, 42, 10.5, 0.167, 0.643, 1.4, 7, 27, 5, negative
9, 194, 1746, 21.556, 0.169, 0.597, 1.37, 295, 1043, 215, negative
14, 150, 2100, 10.714, 0.225, 0.681, 4.14, 472, 1430, 114, negative
9, 112, 1008, 12.444, 0.213, 0.835, 1.59, 215, 842, 135, negative
8, 216, 1728, 27.0, 0.408, 0.747, 3.18, 705, 1290, 222, negative
7, 315, 2205, 45.0, 0.056, 0.248, 1.13, 124, 546, 110, negative
9, 99, 891, 11.0, 0.21, 0.778, 1.39, 187, 693, 135, negative
9, 306, 2754, 34.0, 0.213, 0.807, 1.38, 587, 2222, 424, negative
9, 164, 1476, 18.222, 0.189, 0.65, 1.26, 279, 959, 221, negative
9, 61, 549, 6.778, 0.213, 0.683, 1.6, 117, 375, 73, negative
6, 31, 186, 5.167, 0.301, 0.844, 1.65, 56, 157, 34, negative
9, 264, 2376, 29.333, 0.197, 0.656, 1.34, 468, 1558, 349, negative
6, 39, 234, 6.5, 0.192, 0.197, 45.0, 45, 46, 1, positive
9, 38, 342, 4.222, 0.313, 0.62, 2.18, 107, 212, 49, negative
1, 180, 180, 180.0, 0.983, 1.0, 88.5, 177, 180, 2, positive
1, 22, 22, 22.0, 0.818, 1.0, 4.5, 18, 22, 4, positive
1, 11, 11, 11.0, 1.0, 1.0, 11.0, 11, 11, 1, positive
14, 11, 154, 0.786, 0.526, 0.708, 8.1, 81, 109, 10, negative
54, 1, 54, 0.019, 1.0, 1.0, 54.0, 54, 54, 1, positive
22, 1, 22, 0.045, 1.0, 1.0, 22.0, 22, 22, 1, positive
1, 104, 104, 104.0, 0.971, 1.0, 50.5, 101, 104, 2, positive
9, 83, 747, 9.222, 0.371, 0.727, 3.3, 277, 543, 84, negative
1, 36, 36, 36.0, 0.583, 1.0, 5.25, 21, 36, 4, positive
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, positive
10, 10, 100, 1.0, 0.5, 0.53, 50.0, 50, 53, 1, negative
10, 18, 180, 1.8, 0.539, 0.811, 8.82, 97, 146, 11, negative
24, 133, 3192, 5.542, 0.907, 0.966, 18.67, 2894, 3085, 155, negative
24, 157, 3768, 6.542, 0.905, 0.958, 18.34, 3411, 3609, 186, negative
14, 321, 4494, 22.929, 0.361, 0.595, 4.71, 1624, 2675, 345, negative
3, 3, 9, 1.0, 0.889, 0.889, 8.0, 8, 8, 1, negative
13, 350, 4550, 26.923, 0.381, 0.589, 4.49, 1732, 2682, 386, negative
11, 1, 11, 0.091, 1.0, 1.0, 11.0, 11, 11, 1, positive
10, 155, 1550, 15.5, 0.314, 0.631, 2.64, 486, 978, 184, negative
1, 27, 27, 27.0, 0.259, 1.0, 1.4, 7, 27, 5, positive
14, 399, 5586, 28.5, 0.383, 0.593, 5.04, 2142, 3315, 425, negative
10, 19, 190, 1.9, 0.568, 0.774, 9.82, 108, 147, 11, negative
11, 141, 1551, 12.818, 0.366, 0.79, 2.85, 567, 1225, 199, negative
3, 4, 12, 1.333, 0.667, 0.667, 8.0, 8, 8, 1, negative
9, 18, 162, 2.0, 0.623, 0.864, 7.77, 101, 140, 13, negative
1, 9, 9, 9.0, 0.889, 1.0, 8.0, 8, 9, 1, positive
9, 83, 747, 9.222, 0.391, 0.795, 3.21, 292, 594, 91, negative
8, 121, 968, 15.125, 0.431, 0.98, 3.11, 417, 949, 134, negative
8, 162, 1296, 20.25, 0.435, 0.936, 3.0, 564, 1213, 188, negative
12, 175, 2100, 14.583, 0.403, 0.774, 4.28, 847, 1625, 198, negative
11, 62, 682, 5.636, 0.353, 0.78, 3.21, 241, 532, 75, negative
10, 19, 190, 1.9, 0.542, 0.768, 7.36, 103, 146, 14, negative
9, 19, 171, 2.111, 0.62, 0.836, 7.57, 106, 143, 14, negative
11, 152, 1672, 13.818, 0.365, 0.764, 2.88, 610, 1278, 212, negative
14, 183, 2562, 13.071, 0.39, 0.681, 4.87, 998, 1745, 205, negative
12, 383, 4596, 31.917, 0.307, 0.603, 2.91, 1409, 2771, 485, negative
6, 54, 324, 9.0, 0.549, 0.96, 3.36, 178, 311, 53, negative
9, 83, 747, 9.222, 0.351, 0.726, 2.94, 262, 542, 89, negative
8, 272, 2176, 34.0, 0.359, 0.848, 2.7, 781, 1846, 289, negative
9, 152, 1368, 16.889, 0.379, 0.765, 2.77, 518, 1047, 187, negative
13, 267, 3471, 20.538, 0.401, 0.662, 4.87, 1392, 2299, 286, negative
10, 19, 190, 1.9, 0.6, 0.895, 8.14, 114, 170, 14, negative
9, 19, 171, 2.111, 0.55, 0.86, 7.23, 94, 147, 13, negative
10, 17, 170, 1.7, 0.535, 0.853, 7.58, 91, 145, 12, negative
9, 249, 2241, 27.667, 0.346, 0.77, 2.54, 776, 1725, 306, negative
27, 267, 7209, 9.889, 0.362, 0.674, 4.36, 2610, 4860, 599, negative
16, 427, 6832, 26.688, 0.4, 0.632, 5.56, 2736, 4316, 492, negative
11, 198, 2178, 18.0, 0.383, 0.773, 2.9, 834, 1683, 288, negative
72, 96, 6912, 1.333, 0.488, 0.582, 15.69, 3374, 4025, 215, positive
39, 353, 13767, 9.051, 0.557, 0.608, 16.89, 7667, 8370, 454, negative
163, 161, 26243, 0.988, 0.523, 0.897, 8.4, 13725, 23547, 1634, positive
9, 82, 738, 9.111, 0.337, 0.821, 2.49, 249, 606, 100, negative
9, 87, 783, 9.667, 0.444, 0.962, 2.37, 348, 753, 147, negative
11, 161, 1771, 14.636, 0.333, 0.65, 2.71, 589, 1152, 217, negative
16, 337, 5392, 21.063, 0.363, 0.598, 5.19, 1956, 3225, 377, negative
12, 22, 264, 1.833, 0.538, 0.852, 8.35, 142, 225, 17, negative
23, 137, 3151, 5.957, 0.855, 0.934, 16.64, 2695, 2943, 162, negative
24, 334, 8016, 13.917, 0.894, 0.966, 14.3, 7164, 7740, 501, negative
12, 22, 264, 1.833, 0.542, 0.784, 8.94, 143, 207, 16, negative
16, 405, 6480, 25.313, 0.382, 0.596, 5.3, 2476, 3863, 467, negative
16, 376, 6016, 23.5, 0.371, 0.58, 5.57, 2232, 3490, 401, negative
11, 22, 242, 2.0, 0.632, 0.864, 8.05, 153, 209, 19, negative
8, 94, 752, 11.75, 0.485, 0.922, 3.07, 365, 693, 119, negative
16, 243, 3888, 15.188, 0.394, 0.709, 5.5, 1530, 2756, 278, negative
9, 230, 2070, 25.556, 0.399, 0.87, 2.63, 826, 1800, 314, negative
9, 150, 1350, 16.667, 0.284, 0.756, 1.76, 384, 1020, 218, negative
7, 13, 91, 1.857, 0.791, 0.978, 6.0, 72, 89, 12, negative
10, 268, 2680, 26.8, 0.494, 0.754, 6.02, 1325, 2022, 220, negative
8, 13, 104, 1.625, 0.625, 0.817, 5.91, 65, 85, 11, negative
9, 163, 1467, 18.111, 0.264, 0.51, 2.98, 387, 748, 130, negative
7, 5, 35, 0.714, 0.829, 0.829, 29.0, 29, 29, 1, negative
87, 116, 10092, 1.333, 0.406, 0.416, 104.95, 4093, 4194, 39, negative
59, 84, 4956, 1.424, 0.659, 0.71, 148.36, 3264, 3517, 22, negative
7, 243, 1701, 34.714, 0.219, 0.528, 1.62, 372, 898, 230, negative
4, 18, 72, 4.5, 0.181, 0.778, 6.5, 13, 56, 2, negative
4, 19, 76, 4.75, 0.421, 0.921, 1.78, 32, 70, 18, negative
8, 95, 760, 11.875, 0.187, 0.645, 1.34, 142, 490, 106, negative
7, 145, 1015, 20.714, 0.207, 0.658, 1.5, 210, 668, 140, negative
17, 24, 408, 1.412, 0.4, 0.838, 4.79, 163, 342, 34, negative
8, 231, 1848, 28.875, 0.21, 0.543, 1.65, 389, 1003, 236, negative
5, 17, 85, 3.4, 0.376, 0.741, 2.91, 32, 63, 11, negative
17, 23, 391, 1.353, 0.373, 0.621, 10.43, 146, 243, 14, negative
9, 169, 1521, 18.778, 0.26, 0.619, 1.82, 396, 942, 217, negative
9, 100, 900, 11.111, 0.247, 0.637, 1.83, 222, 573, 121, negative
3, 541, 1623, 180.33, 0.71, 0.747, 88.62, 1152, 1213, 13, positive
14, 284, 3976, 20.286, 0.236, 0.698, 2.24, 938, 2777, 419, negative
7, 50, 350, 7.143, 0.266, 0.74, 1.45, 93, 259, 64, negative
7, 19, 133, 2.714, 0.286, 0.632, 1.65, 38, 84, 23, negative
10, 282, 2820, 28.2, 0.191, 0.701, 1.43, 540, 1977, 378, negative
4, 96, 384, 24.0, 0.417, 0.753, 2.19, 160, 289, 73, negative
4, 69, 276, 17.25, 0.377, 0.96, 1.82, 104, 265, 57, negative
5, 96, 480, 19.2, 0.329, 0.717, 2.14, 158, 344, 74, negative
6, 96, 576, 16.0, 0.293, 0.724, 2.09, 169, 417, 81, negative
6, 94, 564, 15.667, 0.326, 0.862, 2.02, 184, 486, 91, negative
64, 73, 4672, 1.141, 0.403, 0.445, 72.38, 1882, 2077, 26, positive
63, 79, 4977, 1.254, 0.338, 0.345, 186.78, 1681, 1718, 9, positive
11, 32, 352, 2.909, 0.264, 0.5, 3.1, 93, 176, 30, negative
1, 20, 20, 20.0, 0.75, 1.0, 3.0, 15, 20, 5, positive
7, 31, 217, 4.429, 0.382, 0.811, 1.84, 83, 176, 45, negative
9, 151, 1359, 16.778, 0.185, 0.566, 1.39, 251, 769, 181, negative
10, 88, 880, 8.8, 0.248, 0.49, 2.16, 218, 431, 101, negative
7, 4, 28, 0.571, 0.429, 0.714, 2.4, 12, 20, 5, negative
7, 17, 119, 2.429, 0.16, 0.739, 1.73, 19, 88, 11, negative
5, 58, 290, 11.6, 0.09, 0.259, 1.18, 26, 75, 22, negative
7, 6, 42, 0.857, 0.286, 0.857, 1.71, 12, 36, 7, negative
8, 30, 240, 3.75, 0.242, 0.821, 1.53, 58, 197, 38, negative
7, 34, 238, 4.857, 0.223, 0.916, 1.33, 53, 218, 40, negative
7, 34, 238, 4.857, 0.252, 1.0, 1.43, 60, 238, 42, negative
10, 285, 2850, 28.5, 0.175, 0.598, 1.58, 499, 1703, 315, negative
5, 6, 30, 1.2, 0.233, 1.0, 1.4, 7, 30, 5, negative
5, 16, 80, 3.2, 0.25, 0.938, 2.0, 20, 75, 10, negative
7, 27, 189, 3.857, 0.259, 0.688, 1.44, 49, 130, 34, negative
7, 40, 280, 5.714, 0.229, 0.682, 1.25, 64, 191, 51, negative
6, 40, 240, 6.667, 0.221, 0.621, 1.43, 53, 149, 37, negative
7, 96, 672, 13.714, 0.271, 0.688, 1.54, 182, 462, 118, negative
7, 10, 70, 1.429, 0.286, 0.771, 2.22, 20, 54, 9, negative
5, 18, 90, 3.6, 0.322, 1.0, 1.45, 29, 90, 20, negative
19, 12, 228, 0.632, 0.303, 0.439, 7.67, 69, 100, 9, negative
1, 283, 283, 283.0, 0.993, 1.0, 140.5, 281, 283, 2, positive
1, 16, 16, 16.0, 0.938, 1.0, 15.0, 15, 16, 1, positive
12, 302, 3624, 25.167, 0.199, 0.795, 1.68, 721, 2880, 429, negative
10, 94, 940, 9.4, 0.286, 1.0, 1.78, 269, 940, 151, negative
13, 311, 4043, 23.923, 0.216, 0.759, 1.63, 873, 3069, 537, negative
3, 463, 1389, 154.33, 0.296, 0.382, 13.7, 411, 531, 30, positive
13, 377, 4901, 29.0, 0.178, 0.746, 1.59, 872, 3655, 548, negative
1, 277, 277, 277.0, 0.993, 1.0, 137.5, 275, 277, 2, positive
3, 259, 777, 86.333, 0.96, 0.978, 67.82, 746, 760, 11, positive
9, 311, 2799, 34.556, 0.163, 0.582, 1.34, 456, 1629, 340, negative
7, 35, 245, 5.0, 0.188, 0.849, 1.21, 46, 208, 38, negative
9, 268, 2412, 29.778, 0.132, 0.534, 1.24, 319, 1288, 258, negative
8, 183, 1464, 22.875, 0.185, 0.76, 1.43, 271, 1112, 190, negative
7, 95, 665, 13.571, 0.268, 0.929, 1.56, 178, 618, 114, negative
7, 86, 602, 12.286, 0.281, 0.958, 1.55, 169, 577, 109, negative
7, 346, 2422, 49.429, 0.173, 0.716, 1.23, 418, 1733, 341, negative
7, 346, 2422, 49.429, 0.167, 0.707, 1.19, 404, 1712, 339, negative
20, 32, 640, 1.6, 0.43, 0.555, 21.15, 275, 355, 13, negative
28, 45, 1260, 1.607, 0.368, 0.54, 7.86, 464, 680, 59, negative
6, 4, 24, 0.667, 0.417, 0.5, 5.0, 10, 12, 2, negative
10, 36, 360, 3.6, 0.356, 0.672, 2.33, 128, 242, 55, negative
12, 28, 336, 2.333, 0.265, 0.592, 3.07, 89, 199, 29, negative
11, 5, 55, 0.455, 0.655, 0.727, 12.0, 36, 40, 3, negative
2, 24, 48, 12.0, 0.354, 1.0, 3.4, 17, 48, 5, positive
2, 199, 398, 99.5, 0.485, 0.508, 32.17, 193, 202, 6, positive
14, 141, 1974, 10.071, 0.278, 0.67, 2.29, 549, 1323, 240, negative
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, positive
14, 125, 1750, 8.929, 0.289, 0.734, 2.21, 505, 1285, 228, negative
4, 524, 2096, 131.0, 0.542, 0.603, 40.57, 1136, 1264, 28, positive
