@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
8, 29, 232, 3.625, 0.341, 0.78, 1.93, 79, 181, 41, negative
7, 25, 175, 3.571, 0.349, 0.737, 2.26, 61, 129, 27, negative
8, 33, 264, 4.125, 0.371, 0.678, 1.88, 98, 179, 52, negative
22, 67, 1474, 3.045, 0.221, 0.919, 2.91, 326, 1354, 112, negative
12, 69, 828, 5.75, 0.407, 0.833, 3.15, 337, 690, 107, negative
3, 9, 27, 3.0, 0.296, 0.667, 2.0, 8, 18, 4, negative
9, 132, 1188, 14.667, 0.168, 0.693, 1.34, 199, 823, 149, negative
6, 12, 72, 2.0, 0.278, 1.0, 2.22, 20, 72, 9, negative
1, 40, 40, 40.0, 0.175, 1.0, 1.17, 7, 40, 6, negative
5, 13, 65, 2.6, 0.154, 0.662, 10.0, 10, 43, 1, negative
13, 226, 2938, 17.385, 0.258, 0.971, 3.12, 759, 2852, 243, negative
4, 4, 16, 1.0, 0.5, 0.5, 8.0, 8, 8, 1, negative
5, 31, 155, 6.2, 0.355, 0.974, 1.49, 55, 151, 37, negative
9, 148, 1332, 16.444, 0.194, 0.685, 1.37, 258, 912, 189, negative
9, 306, 2754, 34.0, 0.192, 0.751, 1.4, 530, 2069, 378, negative
2, 64, 128, 32.0, 0.43, 0.602, 3.93, 55, 77, 14, positive
8, 532, 4256, 66.5, 0.192, 0.72, 1.28, 816, 3066, 636, negative
9, 218, 1962, 24.222, 0.148, 0.582, 1.43, 290, 1141, 203, negative
7, 228, 1596, 32.571, 0.154, 0.548, 1.4, 245, 875, 175, negative
10, 535, 5350, 53.5, 0.113, 0.458, 1.36, 606, 2448, 447, negative
9, 185, 1665, 20.556, 0.386, 0.686, 2.83, 643, 1142, 227, negative
9, 535, 4815, 59.444, 0.184, 0.676, 1.49, 887, 3257, 596, negative
9, 535, 4815, 59.444, 0.136, 0.498, 1.39, 655, 2399, 470, negative
1, 537, 537, 537.0, 1.0, 1.0, 537.0, 537, 537, 1, positive
24, 282, 6768, 11.75, 0.443, 0.878, 7.8, 2995, 5944, 384, negative
26, 294, 7644, 11.308, 0.453, 0.917, 7.6, 3464, 7010, 456, negative
8, 186, 1488, 23.25, 0.399, 0.812, 2.53, 593, 1208, 234, negative
9, 103, 927, 11.444, 0.164, 0.771, 1.22, 152, 715, 125, negative
7, 198, 1386, 28.286, 0.17, 0.713, 1.36, 236, 988, 174, negative
8, 203, 1624, 25.375, 0.149, 0.767, 1.27, 242, 1246, 191, negative
14, 57, 798, 4.071, 0.714, 0.94, 11.88, 570, 750, 48, negative
13, 104, 1352, 8.0, 0.246, 0.699, 4.05, 332, 945, 82, negative
8, 86, 688, 10.75, 0.494, 0.945, 2.64, 340, 650, 129, negative
9, 108, 972, 12.0, 0.247, 0.855, 1.69, 240, 831, 142, negative
8, 215, 1720, 26.875, 0.416, 0.808, 2.94, 715, 1389, 243, negative
9, 84, 756, 9.333, 0.329, 0.632, 2.08, 249, 478, 120, negative
2, 538, 1076, 269.0, 0.519, 0.684, 34.88, 558, 736, 16, positive
8, 40, 320, 5.0, 0.281, 0.872, 1.45, 90, 279, 62, negative
7, 45, 315, 6.429, 0.254, 0.813, 1.4, 80, 256, 57, negative
10, 510, 5100, 51.0, 0.162, 0.537, 1.47, 827, 2741, 564, negative
14, 57, 798, 4.071, 0.742, 0.97, 12.08, 592, 774, 49, negative
9, 82, 738, 9.111, 0.383, 0.641, 2.62, 283, 473, 108, negative
7, 34, 238, 4.857, 0.265, 0.748, 1.4, 63, 178, 45, negative
9, 194, 1746, 21.556, 0.191, 0.691, 1.4, 333, 1207, 238, negative
9, 213, 1917, 23.667, 0.203, 0.784, 1.41, 390, 1503, 276, negative
9, 180, 1620, 20.0, 0.16, 0.523, 1.39, 259, 847, 186, negative
24, 186, 4464, 7.75, 0.514, 0.988, 7.55, 2296, 4410, 304, negative
9, 341, 3069, 37.889, 0.072, 0.305, 1.35, 222, 935, 165, negative
7, 14, 98, 2.0, 0.347, 0.949, 1.79, 34, 93, 19, negative
9, 144, 1296, 16.0, 0.123, 0.612, 1.33, 160, 793, 120, negative
7, 223, 1561, 31.857, 0.121, 0.527, 1.33, 189, 823, 142, negative
29, 61, 1769, 2.103, 0.121, 0.431, 1.78, 214, 762, 120, positive
8, 148, 1184, 18.5, 0.182, 0.625, 1.2, 216, 740, 180, negative
8, 523, 4184, 65.375, 0.06, 0.305, 1.2, 250, 1277, 209, negative
7, 171, 1197, 24.429, 0.16, 0.605, 1.25, 192, 724, 154, negative
8, 535, 4280, 66.875, 0.171, 0.697, 1.27, 731, 2984, 575, negative
9, 148, 1332, 16.444, 0.146, 0.558, 1.17, 195, 743, 167, negative
1, 54, 54, 54.0, 0.944, 1.0, 17.0, 51, 54, 3, positive
10, 37, 370, 3.7, 0.592, 0.722, 8.11, 219, 267, 27, negative
13, 80, 1040, 6.154, 0.434, 0.536, 5.57, 451, 557, 81, negative
11, 41, 451, 3.727, 0.337, 0.634, 2.92, 152, 286, 52, negative
12, 40, 480, 3.333, 0.46, 0.592, 7.62, 221, 284, 29, negative
1, 379, 379, 379.0, 0.963, 1.0, 60.83, 365, 379, 6, positive
9, 12, 108, 1.333, 0.648, 0.741, 10.0, 70, 80, 7, negative
10, 89, 890, 8.9, 0.252, 0.496, 3.25, 224, 441, 69, negative
1, 19, 19, 19.0, 0.579, 1.0, 3.67, 11, 19, 3, positive
1, 11, 11, 11.0, 0.909, 1.0, 10.0, 10, 11, 1, positive
1, 14, 14, 14.0, 1.0, 1.0, 14.0, 14, 14, 1, positive
24, 99, 2376, 4.125, 0.912, 0.96, 20.07, 2168, 2282, 108, negative
10, 20, 200, 2.0, 0.54, 0.78, 9.0, 108, 156, 12, negative
8, 154, 1232, 19.25, 0.424, 0.87, 2.75, 522, 1072, 190, negative
8, 141, 1128, 17.625, 0.447, 0.932, 2.45, 504, 1051, 206, negative
10, 18, 180, 1.8, 0.6, 0.844, 7.2, 108, 152, 15, negative
10, 186, 1860, 18.6, 0.347, 0.771, 2.42, 645, 1434, 267, negative
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, positive
1, 32, 32, 32.0, 0.438, 1.0, 2.0, 14, 32, 7, negative
12, 71, 852, 5.917, 0.608, 0.866, 5.95, 518, 738, 87, negative
10, 9, 90, 0.9, 0.689, 0.789, 10.33, 62, 71, 6, negative
14, 326, 4564, 23.286, 0.363, 0.589, 4.4, 1657, 2689, 377, negative
14, 269, 3766, 19.214, 0.337, 0.625, 4.61, 1271, 2353, 276, negative
1, 28, 28, 28.0, 0.536, 1.0, 3.0, 15, 28, 5, positive
1, 10, 10, 10.0, 1.0, 1.0, 10.0, 10, 10, 1, positive
8, 59, 472, 7.375, 0.464, 0.985, 2.74, 219, 465, 80, negative
10, 1, 10, 0.1, 1.0, 1.0, 10.0, 10, 10, 1, positive
17, 245, 4165, 14.412, 0.913, 0.997, 12.97, 3801, 4152, 293, negative
9, 17, 153, 1.889, 0.627, 0.922, 6.4, 96, 141, 15, negative
10, 205, 2050, 20.5, 0.381, 0.708, 3.04, 781, 1451, 257, negative
9, 16, 144, 1.778, 0.556, 0.958, 6.67, 80, 138, 12, negative
14, 203, 2842, 14.5, 0.362, 0.67, 4.36, 1028, 1904, 236, negative
9, 160, 1440, 17.778, 0.36, 0.763, 2.63, 518, 1098, 197, negative
7, 123, 861, 17.571, 0.419, 0.962, 2.62, 361, 828, 138, negative
9, 18, 162, 2.0, 0.543, 0.815, 8.8, 88, 132, 10, negative
7, 153, 1071, 21.857, 0.467, 0.97, 2.75, 500, 1039, 182, negative
9, 82, 738, 9.111, 0.312, 0.669, 2.74, 230, 494, 84, negative
11, 71, 781, 6.455, 0.69, 0.95, 7.0, 539, 742, 77, negative
12, 409, 4908, 34.083, 0.302, 0.604, 2.88, 1482, 2966, 515, negative
83, 326, 27058, 3.928, 0.286, 0.671, 7.55, 7741, 18149, 1025, positive
1, 28, 28, 28.0, 0.464, 1.0, 2.17, 13, 28, 6, positive
31, 322, 9982, 10.387, 0.689, 0.753, 16.87, 6881, 7519, 408, negative
16, 391, 6256, 24.438, 0.401, 0.674, 5.26, 2508, 4219, 477, negative
3, 4, 12, 1.333, 0.917, 0.917, 11.0, 11, 11, 1, negative
16, 205, 3280, 12.813, 0.401, 0.799, 5.36, 1314, 2622, 245, negative
9, 155, 1395, 17.222, 0.366, 0.723, 2.54, 511, 1008, 201, negative
12, 22, 264, 1.833, 0.621, 0.788, 9.65, 164, 208, 17, negative
3, 4, 12, 1.333, 0.917, 0.917, 11.0, 11, 11, 1, negative
16, 393, 6288, 24.563, 0.341, 0.653, 5.13, 2145, 4103, 418, negative
9, 155, 1395, 17.222, 0.346, 0.731, 2.44, 483, 1020, 198, negative
11, 22, 242, 2.0, 0.603, 0.81, 8.59, 146, 196, 17, negative
82, 314, 25748, 3.829, 0.296, 0.502, 10.84, 7618, 12923, 703, negative
1, 45, 45, 45.0, 0.244, 1.0, 1.38, 11, 45, 8, positive
23, 125, 2875, 5.435, 0.953, 1.0, 20.75, 2739, 2875, 132, negative
12, 404, 4848, 33.667, 0.334, 0.674, 2.82, 1617, 3267, 573, negative
11, 22, 242, 2.0, 0.624, 0.88, 9.44, 151, 213, 16, negative
8, 64, 512, 8.0, 0.541, 0.947, 3.85, 277, 485, 72, negative
10, 248, 2480, 24.8, 0.356, 0.729, 2.6, 883, 1807, 340, negative
9, 281, 2529, 31.222, 0.272, 0.856, 1.73, 687, 2164, 398, negative
9, 278, 2502, 30.889, 0.258, 0.798, 1.62, 645, 1997, 398, negative
9, 358, 3222, 39.778, 0.385, 0.863, 2.36, 1240, 2782, 525, negative
7, 19, 133, 2.714, 0.662, 0.91, 5.18, 88, 121, 17, negative
8, 162, 1296, 20.25, 0.327, 0.79, 2.85, 424, 1024, 149, negative
9, 163, 1467, 18.111, 0.263, 0.549, 2.82, 386, 805, 137, negative
6, 130, 780, 21.667, 0.253, 0.528, 2.05, 197, 412, 96, negative
77, 257, 19789, 3.338, 0.465, 0.49, 72.47, 9204, 9689, 127, negative
24, 510, 12240, 21.25, 0.846, 0.927, 38.65, 10359, 11341, 268, positive
17, 19, 323, 1.118, 0.362, 0.381, 58.5, 117, 123, 2, negative
7, 110, 770, 15.714, 0.21, 0.627, 1.38, 162, 483, 117, negative
5, 27, 135, 5.4, 0.296, 0.496, 3.08, 40, 67, 13, negative
8, 231, 1848, 28.875, 0.228, 0.569, 1.64, 421, 1052, 257, negative
7, 135, 945, 19.286, 0.156, 0.753, 1.23, 147, 712, 120, negative
8, 117, 936, 14.625, 0.173, 0.642, 1.3, 162, 601, 125, negative
19, 130, 2470, 6.842, 0.208, 0.65, 1.93, 514, 1606, 267, negative
7, 239, 1673, 34.143, 0.16, 0.476, 1.51, 268, 797, 177, negative
6, 104, 624, 17.333, 0.234, 0.862, 1.32, 146, 538, 111, negative
18, 24, 432, 1.333, 0.454, 0.75, 5.76, 196, 324, 34, negative
18, 185, 3330, 10.278, 0.163, 0.358, 2.39, 544, 1193, 228, negative
23, 249, 5727, 10.826, 0.77, 0.958, 16.33, 4409, 5488, 270, negative
7, 133, 931, 19.0, 0.211, 0.559, 1.75, 196, 520, 112, negative
77, 245, 18865, 3.182, 0.445, 0.523, 32.67, 8396, 9871, 257, negative
9, 153, 1377, 17.0, 0.304, 0.848, 2.06, 419, 1168, 203, negative
14, 192, 2688, 13.714, 0.234, 0.589, 2.28, 628, 1584, 275, negative
9, 44, 396, 4.889, 0.341, 0.677, 2.55, 135, 268, 53, negative
6, 96, 576, 16.0, 0.259, 0.74, 1.69, 149, 426, 88, negative
6, 96, 576, 16.0, 0.309, 0.644, 2.44, 178, 371, 73, negative
6, 96, 576, 16.0, 0.302, 0.795, 2.2, 174, 458, 79, negative
9, 305, 2745, 33.889, 0.191, 0.73, 1.4, 525, 2003, 375, negative
5, 94, 470, 18.8, 0.313, 0.751, 1.91, 147, 353, 77, negative
6, 39, 234, 6.5, 0.342, 0.936, 2.05, 80, 219, 39, negative
7, 8, 56, 1.143, 0.393, 0.75, 2.0, 22, 42, 11, negative
7, 36, 252, 5.143, 0.456, 0.98, 2.05, 115, 247, 56, negative
9, 102, 918, 11.333, 0.166, 0.56, 1.58, 152, 514, 96, negative
6, 10, 60, 1.667, 0.183, 0.65, 1.83, 11, 39, 6, negative
6, 9, 54, 1.5, 0.296, 0.796, 2.0, 16, 43, 8, negative
1, 22, 22, 22.0, 0.318, 1.0, 1.17, 7, 22, 6, negative
7, 59, 413, 8.429, 0.242, 0.685, 1.79, 100, 283, 56, negative
7, 2, 14, 0.286, 0.643, 0.714, 9.0, 9, 10, 1, positive
5, 280, 1400, 56.0, 0.78, 0.786, 156.0, 1092, 1100, 7, positive
8, 126, 1008, 15.75, 0.209, 0.573, 1.45, 211, 578, 146, negative
6, 104, 624, 17.333, 0.099, 0.258, 2.0, 62, 161, 31, negative
7, 65, 455, 9.286, 0.404, 0.925, 2.07, 184, 421, 89, negative
23, 92, 2116, 4.0, 0.145, 0.532, 1.44, 306, 1126, 212, negative
105, 2, 210, 0.019, 0.529, 0.533, 111.0, 111, 112, 1, positive
6, 85, 510, 14.167, 0.239, 0.725, 1.42, 122, 370, 86, negative
7, 35, 245, 5.0, 0.245, 0.804, 1.36, 60, 197, 44, negative
8, 37, 296, 4.625, 0.264, 0.676, 1.86, 78, 200, 42, negative
7, 15, 105, 2.143, 0.181, 0.61, 2.71, 19, 64, 7, negative
5, 24, 120, 4.8, 0.342, 0.808, 1.32, 41, 97, 31, negative
5, 6, 30, 1.2, 0.433, 1.0, 1.63, 13, 30, 8, negative
16, 112, 1792, 7.0, 0.305, 0.879, 2.72, 546, 1576, 201, negative
10, 22, 220, 2.2, 0.323, 0.814, 2.09, 71, 179, 34, negative
3, 550, 1650, 183.33, 0.329, 0.375, 27.15, 543, 619, 20, positive
13, 348, 4524, 26.769, 0.195, 0.743, 1.64, 881, 3363, 537, negative
10, 227, 2270, 22.7, 0.225, 0.97, 1.64, 510, 2202, 311, negative
1, 69, 69, 69.0, 0.667, 1.0, 4.18, 46, 69, 11, positive
12, 311, 3732, 25.917, 0.195, 0.781, 1.64, 727, 2914, 443, negative
10, 18, 180, 1.8, 0.289, 0.744, 2.6, 52, 134, 20, negative
11, 22, 242, 2.0, 0.281, 0.669, 1.94, 68, 162, 35, negative
1, 85, 85, 85.0, 0.882, 1.0, 12.5, 75, 85, 6, positive
11, 23, 253, 2.091, 0.265, 0.735, 2.09, 67, 186, 32, negative
3, 544, 1632, 181.33, 0.326, 0.406, 16.12, 532, 662, 33, positive
2, 325, 650, 162.5, 0.485, 0.537, 28.64, 315, 349, 11, positive
10, 553, 5530, 55.3, 0.797, 0.884, 21.3, 4409, 4890, 207, positive
8, 109, 872, 13.625, 0.271, 0.864, 1.83, 236, 753, 129, negative
8, 65, 520, 8.125, 0.302, 0.908, 1.74, 157, 472, 90, negative
7, 57, 399, 8.143, 0.321, 0.952, 1.47, 128, 380, 87, negative
2, 100, 200, 50.0, 0.46, 0.505, 11.5, 92, 101, 8, positive
158, 167, 26386, 1.057, 0.16, 0.276, 8.24, 4213, 7279, 511, positive
8, 112, 896, 14.0, 0.17, 0.786, 1.27, 152, 704, 120, negative
1, 20, 20, 20.0, 0.55, 1.0, 1.38, 11, 20, 8, positive
7, 42, 294, 6.0, 0.262, 0.738, 1.79, 77, 217, 43, negative
6, 135, 810, 22.5, 0.21, 0.736, 1.37, 170, 596, 124, negative
7, 346, 2422, 49.429, 0.185, 0.731, 1.26, 448, 1771, 355, negative
4, 10, 40, 2.5, 0.3, 0.65, 3.0, 12, 26, 4, negative
20, 30, 600, 1.5, 0.433, 0.597, 13.68, 260, 358, 19, negative
7, 42, 294, 6.0, 0.405, 0.976, 2.05, 119, 287, 58, negative
17, 342, 5814, 20.118, 0.916, 0.996, 30.27, 5328, 5790, 176, positive
9, 38, 342, 4.222, 0.211, 0.561, 2.25, 72, 192, 32, negative
1, 126, 126, 126.0, 0.992, 1.0, 125.0, 125, 126, 1, positive
9, 33, 297, 3.667, 0.347, 0.929, 2.58, 103, 276, 40, negative
9, 7, 63, 0.778, 0.349, 0.603, 3.67, 22, 38, 6, negative
12, 39, 468, 3.25, 0.282, 0.487, 4.0, 132, 228, 33, negative
11, 303, 3333, 27.545, 0.183, 0.268, 4.97, 611, 892, 123, negative
10, 121, 1210, 12.1, 0.268, 0.664, 2.47, 324, 804, 131, negative
2, 25, 50, 12.5, 0.36, 1.0, 4.5, 18, 50, 4, positive
14, 102, 1428, 7.286, 0.356, 0.709, 2.96, 509, 1013, 172, negative
10, 12, 120, 1.2, 0.55, 0.875, 4.71, 66, 105, 14, negative
11, 104, 1144, 9.455, 0.394, 0.824, 2.97, 451, 943, 152, negative
10, 21, 210, 2.1, 0.457, 0.933, 2.91, 96, 196, 33, negative
38, 52, 1976, 1.368, 0.452, 0.911, 3.49, 894, 1801, 256, negative
10, 87, 870, 8.7, 0.375, 0.764, 2.23, 326, 665, 146, negative
22, 208, 4576, 9.455, 0.203, 0.555, 1.59, 928, 2539, 585, negative
10, 47, 470, 4.7, 0.481, 0.991, 2.97, 226, 466, 76, negative
11, 193, 2123, 17.545, 0.243, 0.683, 1.59, 516, 1451, 325, negative
1, 279, 279, 279.0, 0.964, 1.0, 38.43, 269, 279, 7, positive
6, 95, 570, 15.833, 0.3, 0.911, 1.64, 171, 519, 104, negative
