@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
7, 13, 91, 1.857, 0.264, 0.879, 1.85, 24, 80, 13, negative
7, 91, 637, 13.0, 0.334, 0.975, 1.76, 213, 621, 121, negative
1, 89, 89, 89.0, 0.191, 1.0, 1.06, 17, 89, 16, negative
6, 82, 492, 13.667, 0.274, 0.925, 1.39, 135, 455, 97, negative
7, 13, 91, 1.857, 0.308, 0.978, 1.56, 28, 89, 18, negative
5, 4, 20, 0.8, 0.35, 0.6, 2.33, 7, 12, 3, negative
9, 185, 1665, 20.556, 0.398, 0.783, 2.79, 663, 1303, 238, negative
7, 519, 3633, 74.143, 0.073, 0.394, 1.23, 265, 1431, 215, negative
9, 535, 4815, 59.444, 0.088, 0.318, 1.37, 425, 1530, 310, negative
8, 148, 1184, 18.5, 0.208, 0.725, 1.24, 246, 858, 198, negative
8, 107, 856, 13.375, 0.381, 0.77, 2.4, 326, 659, 136, negative
10, 185, 1850, 18.5, 0.36, 0.688, 2.81, 666, 1272, 237, negative
8, 508, 4064, 63.5, 0.092, 0.393, 1.28, 372, 1599, 290, negative
9, 464, 4176, 51.556, 0.158, 0.55, 1.3, 658, 2297, 505, negative
8, 256, 2048, 32.0, 0.124, 0.563, 1.26, 253, 1153, 200, negative
7, 305, 2135, 43.571, 0.109, 0.501, 1.21, 232, 1069, 191, negative
1, 257, 257, 257.0, 1.0, 1.0, 257.0, 257, 257, 1, positive
25, 471, 11775, 18.84, 0.449, 0.886, 7.8, 5290, 10437, 678, negative
9, 182, 1638, 20.222, 0.378, 0.789, 2.95, 619, 1292, 210, negative
25, 494, 12350, 19.76, 0.462, 0.93, 7.35, 5707, 11482, 776, negative
9, 109, 981, 12.111, 0.219, 0.774, 1.69, 215, 759, 127, negative
7, 215, 1505, 30.714, 0.548, 0.997, 3.35, 824, 1500, 246, negative
9, 535, 4815, 59.444, 0.163, 0.6, 1.4, 786, 2887, 561, negative
9, 536, 4824, 59.556, 0.189, 0.813, 1.38, 913, 3924, 662, negative
13, 37, 481, 2.846, 0.306, 0.933, 3.59, 147, 449, 41, negative
28, 32, 896, 1.143, 0.462, 0.722, 7.02, 414, 647, 59, positive
1, 63, 63, 63.0, 1.0, 1.0, 63.0, 63, 63, 1, positive
5, 29, 145, 5.8, 0.317, 0.952, 1.39, 46, 138, 33, negative
7, 141, 987, 20.143, 0.163, 0.787, 1.16, 161, 777, 139, negative
1, 60, 60, 60.0, 0.2, 1.0, 1.09, 12, 60, 11, negative
8, 175, 1400, 21.875, 0.156, 0.882, 1.2, 219, 1235, 183, negative
10, 318, 3180, 31.8, 0.128, 0.511, 1.18, 406, 1625, 344, negative
1, 26, 26, 26.0, 1.0, 1.0, 26.0, 26, 26, 1, positive
1, 13, 13, 13.0, 1.0, 1.0, 13.0, 13, 13, 1, positive
1, 145, 145, 145.0, 0.972, 1.0, 35.25, 141, 145, 4, positive
1, 81, 81, 81.0, 0.901, 1.0, 24.33, 73, 81, 3, positive
24, 187, 4488, 7.792, 0.485, 0.918, 8.16, 2178, 4122, 267, negative
8, 101, 808, 12.625, 0.29, 0.978, 1.71, 234, 790, 137, negative
9, 168, 1512, 18.667, 0.315, 0.697, 2.15, 476, 1054, 221, negative
10, 176, 1760, 17.6, 0.181, 0.552, 1.36, 319, 972, 235, negative
10, 511, 5110, 51.1, 0.161, 0.634, 1.43, 822, 3238, 575, negative
13, 375, 4875, 28.846, 0.154, 0.519, 1.44, 751, 2531, 521, negative
10, 511, 5110, 51.1, 0.141, 0.542, 1.36, 721, 2772, 532, negative
10, 508, 5080, 50.8, 0.16, 0.628, 1.41, 813, 3189, 578, negative
9, 195, 1755, 21.667, 0.126, 0.383, 1.53, 221, 673, 144, negative
8, 114, 912, 14.25, 0.116, 0.408, 1.45, 106, 372, 73, negative
14, 227, 3178, 16.214, 0.237, 0.839, 3.34, 754, 2667, 226, negative
24, 177, 4248, 7.375, 0.514, 0.961, 8.02, 2182, 4082, 272, negative
9, 111, 999, 12.333, 0.218, 0.81, 1.7, 218, 809, 128, negative
9, 185, 1665, 20.556, 0.417, 0.786, 3.13, 694, 1309, 222, negative
7, 53, 371, 7.571, 0.267, 0.679, 1.57, 99, 252, 63, negative
9, 256, 2304, 28.444, 0.099, 0.446, 1.36, 227, 1027, 167, negative
2, 279, 558, 139.5, 0.075, 0.545, 1.05, 42, 304, 40, negative
25, 178, 4450, 7.12, 0.475, 0.873, 7.95, 2115, 3885, 266, negative
7, 63, 441, 9.0, 0.338, 0.941, 1.94, 149, 415, 77, negative
9, 181, 1629, 20.111, 0.369, 0.737, 2.99, 601, 1201, 201, negative
6, 14, 84, 2.333, 0.393, 0.905, 1.57, 33, 76, 21, negative
9, 511, 4599, 56.778, 0.225, 0.798, 1.38, 1035, 3670, 751, negative
7, 14, 98, 2.0, 0.245, 0.867, 1.85, 24, 85, 13, negative
6, 13, 78, 2.167, 0.179, 0.923, 2.0, 14, 72, 7, negative
13, 38, 494, 2.923, 0.312, 0.955, 3.42, 154, 472, 45, negative
25, 187, 4675, 7.48, 0.472, 0.943, 7.28, 2207, 4408, 303, negative
9, 107, 963, 11.889, 0.328, 0.656, 2.08, 316, 632, 152, negative
9, 166, 1494, 18.444, 0.336, 0.723, 2.38, 502, 1080, 211, negative
7, 140, 980, 20.0, 0.131, 0.666, 1.28, 128, 653, 100, negative
7, 117, 819, 16.714, 0.186, 0.847, 1.26, 152, 694, 121, negative
1, 74, 74, 74.0, 0.189, 1.0, 1.08, 14, 74, 13, negative
10, 504, 5040, 50.4, 0.139, 0.665, 1.19, 701, 3352, 590, negative
7, 375, 2625, 53.571, 0.092, 0.428, 1.21, 241, 1124, 200, negative
2, 536, 1072, 268.0, 0.586, 0.686, 21.66, 628, 735, 29, positive
10, 40, 400, 4.0, 0.278, 0.615, 2.09, 111, 246, 53, negative
10, 162, 1620, 16.2, 0.454, 0.573, 5.93, 735, 928, 124, negative
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, negative
13, 67, 871, 5.154, 0.432, 0.517, 6.6, 376, 450, 57, negative
10, 18, 180, 1.8, 0.55, 0.656, 7.62, 99, 118, 13, negative
12, 85, 1020, 7.083, 0.476, 0.614, 5.4, 486, 626, 90, negative
6, 13, 78, 2.167, 0.346, 0.577, 3.38, 27, 45, 8, negative
10, 80, 800, 8.0, 0.275, 0.435, 3.93, 220, 348, 56, negative
11, 275, 3025, 25.0, 0.287, 0.637, 2.83, 868, 1928, 307, negative
1, 29, 29, 29.0, 0.931, 1.0, 13.5, 27, 29, 2, positive
168, 145, 24360, 0.863, 0.798, 0.963, 13.06, 19430, 23457, 1488, positive
7, 70, 490, 10.0, 0.535, 0.971, 3.23, 262, 476, 81, negative
83, 314, 26062, 3.783, 0.298, 0.671, 8.75, 7772, 17482, 888, positive
12, 71, 852, 5.917, 0.631, 0.904, 6.64, 538, 770, 81, negative
8, 43, 344, 5.375, 0.445, 0.86, 2.73, 153, 296, 56, negative
10, 259, 2590, 25.9, 0.351, 0.779, 2.51, 908, 2018, 362, negative
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, negative
13, 297, 3861, 22.846, 0.409, 0.6, 4.97, 1579, 2318, 318, negative
23, 124, 2852, 5.391, 0.941, 1.0, 17.21, 2684, 2852, 156, negative
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, negative
8, 63, 504, 7.875, 0.435, 0.843, 2.41, 219, 425, 91, negative
8, 74, 592, 9.25, 0.568, 0.983, 3.11, 336, 582, 108, negative
9, 9, 81, 1.0, 0.519, 0.531, 42.0, 42, 43, 1, negative
8, 52, 416, 6.5, 0.45, 0.921, 2.88, 187, 383, 65, negative
10, 18, 180, 1.8, 0.467, 0.778, 8.4, 84, 140, 10, negative
24, 124, 2976, 5.167, 0.902, 0.961, 16.66, 2683, 2859, 161, negative
11, 344, 3784, 31.273, 0.446, 0.712, 4.71, 1686, 2694, 358, negative
11, 167, 1837, 15.182, 0.371, 0.8, 2.86, 681, 1470, 238, negative
14, 253, 3542, 18.071, 0.372, 0.826, 4.36, 1317, 2924, 302, negative
11, 251, 2761, 22.818, 0.355, 0.743, 2.93, 979, 2052, 334, negative
13, 201, 2613, 15.462, 0.4, 0.722, 4.45, 1046, 1887, 235, negative
10, 155, 1550, 15.5, 0.329, 0.601, 2.88, 510, 931, 177, negative
12, 72, 864, 6.0, 0.63, 0.885, 6.11, 544, 765, 89, negative
9, 8, 72, 0.889, 0.681, 0.764, 12.25, 49, 55, 4, negative
13, 400, 5200, 30.769, 0.364, 0.609, 4.52, 1891, 3168, 418, negative
13, 222, 2886, 17.077, 0.377, 0.692, 4.92, 1087, 1997, 221, negative
17, 266, 4522, 15.647, 0.921, 1.0, 12.82, 4167, 4522, 325, negative
27, 1, 27, 0.037, 1.0, 1.0, 27.0, 27, 27, 1, positive
17, 98, 1666, 5.765, 0.929, 1.0, 14.88, 1548, 1666, 104, negative
13, 433, 5629, 33.308, 0.375, 0.605, 4.82, 2109, 3404, 438, negative
3, 3, 9, 1.0, 0.889, 0.889, 8.0, 8, 8, 1, negative
9, 161, 1449, 17.889, 0.432, 0.93, 2.87, 626, 1347, 218, negative
10, 327, 3270, 32.7, 0.379, 0.767, 2.75, 1239, 2508, 450, negative
8, 95, 760, 11.875, 0.466, 0.904, 2.95, 354, 687, 120, negative
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, positive
8, 193, 1544, 24.125, 0.4, 0.829, 2.51, 617, 1280, 246, negative
10, 9, 90, 0.9, 0.667, 0.689, 30.0, 60, 62, 2, negative
24, 198, 4752, 8.25, 0.911, 0.983, 15.8, 4329, 4670, 274, negative
3, 4, 12, 1.333, 0.75, 0.75, 9.0, 9, 9, 1, negative
10, 16, 160, 1.6, 0.425, 0.794, 7.56, 68, 127, 9, negative
10, 17, 170, 1.7, 0.571, 0.918, 6.47, 97, 156, 15, negative
9, 124, 1116, 13.778, 0.348, 0.722, 2.57, 388, 806, 151, negative
10, 18, 180, 1.8, 0.583, 0.894, 7.5, 105, 161, 14, negative
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, negative
9, 83, 747, 9.222, 0.333, 0.742, 2.93, 249, 554, 85, negative
16, 121, 1936, 7.563, 0.396, 0.611, 5.6, 767, 1182, 137, negative
15, 121, 1815, 8.067, 0.428, 0.761, 5.35, 776, 1381, 145, negative
47, 1, 47, 0.021, 1.0, 1.0, 47.0, 47, 47, 1, positive
13, 135, 1755, 10.385, 0.492, 0.833, 5.5, 864, 1462, 157, negative
15, 356, 5340, 23.733, 0.406, 0.626, 5.29, 2167, 3342, 410, negative
17, 389, 6613, 22.882, 0.344, 0.678, 5.0, 2273, 4481, 455, negative
16, 212, 3392, 13.25, 0.376, 0.693, 5.75, 1276, 2349, 222, negative
16, 183, 2928, 11.438, 0.413, 0.787, 4.81, 1208, 2305, 251, negative
1, 9, 9, 9.0, 1.0, 1.0, 9.0, 9, 9, 1, negative
1, 23, 23, 23.0, 0.348, 1.0, 1.6, 8, 23, 5, positive
5, 2, 10, 0.4, 0.9, 0.9, 9.0, 9, 9, 1, positive
4, 2, 8, 0.5, 1.0, 1.0, 8.0, 8, 8, 1, positive
12, 22, 264, 1.833, 0.568, 0.837, 7.5, 150, 221, 20, negative
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, positive
9, 232, 2088, 25.778, 0.274, 0.782, 1.76, 573, 1633, 326, negative
9, 80, 720, 8.889, 0.304, 0.838, 1.8, 219, 603, 122, negative
9, 92, 828, 10.222, 0.287, 0.694, 1.93, 238, 575, 123, negative
17, 22, 374, 1.294, 0.425, 0.765, 4.68, 159, 286, 34, negative
7, 91, 637, 13.0, 0.163, 0.535, 1.46, 104, 341, 71, negative
6, 71, 426, 11.833, 0.329, 0.958, 1.57, 140, 408, 89, negative
7, 213, 1491, 30.429, 0.235, 0.746, 1.5, 351, 1112, 234, negative
7, 72, 504, 10.286, 0.236, 0.651, 1.7, 119, 328, 70, negative
84, 1, 84, 0.012, 1.0, 1.0, 84.0, 84, 84, 1, positive
7, 37, 259, 5.286, 0.521, 0.954, 3.14, 135, 247, 43, negative
10, 292, 2920, 29.2, 0.203, 0.649, 1.5, 594, 1896, 397, negative
117, 1, 117, 0.009, 1.0, 1.0, 117.0, 117, 117, 1, positive
5, 94, 470, 18.8, 0.234, 0.845, 1.39, 110, 397, 79, negative
10, 288, 2880, 28.8, 0.191, 0.564, 1.5, 549, 1624, 365, negative
10, 323, 3230, 32.3, 0.198, 0.676, 1.38, 641, 2183, 465, negative
6, 96, 576, 16.0, 0.319, 0.703, 2.3, 184, 405, 80, negative
6, 97, 582, 16.167, 0.282, 0.794, 1.84, 164, 462, 89, negative
6, 97, 582, 16.167, 0.299, 0.701, 1.85, 174, 408, 94, negative
9, 80, 720, 8.889, 0.231, 0.694, 1.54, 166, 500, 108, negative
6, 96, 576, 16.0, 0.274, 0.901, 1.58, 158, 519, 100, negative
37, 1, 37, 0.027, 1.0, 1.0, 37.0, 37, 37, 1, positive
5, 39, 195, 7.8, 0.436, 0.656, 3.54, 85, 128, 24, negative
91, 285, 25935, 3.132, 0.158, 0.165, 113.89, 4100, 4287, 36, positive
8, 75, 600, 9.375, 0.228, 0.662, 1.37, 137, 397, 100, negative
7, 119, 833, 17.0, 0.285, 0.872, 1.5, 237, 726, 158, negative
6, 17, 102, 2.833, 0.245, 0.804, 1.39, 25, 82, 18, negative
9, 88, 792, 9.778, 0.263, 0.726, 1.59, 208, 575, 131, negative
5, 2, 10, 0.4, 0.8, 0.8, 8.0, 8, 8, 1, negative
7, 31, 217, 4.429, 0.415, 0.783, 2.31, 90, 170, 39, negative
7, 62, 434, 8.857, 0.272, 0.963, 1.46, 118, 418, 81, negative
6, 7, 42, 1.167, 0.333, 0.738, 2.33, 14, 31, 6, negative
1, 29, 29, 29.0, 0.31, 1.0, 1.13, 9, 29, 8, negative
5, 56, 280, 11.2, 0.121, 0.471, 1.31, 34, 132, 26, negative
67, 296, 19832, 4.418, 0.088, 0.285, 1.54, 1748, 5649, 1134, negative
7, 158, 1106, 22.571, 0.211, 0.552, 1.6, 233, 610, 146, negative
7, 30, 210, 4.286, 0.271, 0.871, 1.33, 57, 183, 43, negative
6, 20, 120, 3.333, 0.317, 0.983, 1.52, 38, 118, 25, negative
7, 70, 490, 10.0, 0.265, 0.976, 1.4, 130, 478, 93, negative
6, 15, 90, 2.5, 0.244, 0.733, 2.2, 22, 66, 10, negative
9, 98, 882, 10.889, 0.185, 0.662, 1.58, 163, 584, 103, negative
9, 98, 882, 10.889, 0.302, 0.712, 2.03, 266, 628, 131, negative
8, 80, 640, 10.0, 0.197, 0.769, 1.48, 126, 492, 85, negative
5, 28, 140, 5.6, 0.307, 0.821, 1.39, 43, 115, 31, negative
7, 61, 427, 8.714, 0.321, 0.667, 1.9, 137, 285, 72, negative
6, 45, 270, 7.5, 0.422, 0.881, 1.73, 114, 238, 66, negative
8, 85, 680, 10.625, 0.238, 0.687, 1.46, 162, 467, 111, negative
7, 39, 273, 5.571, 0.147, 0.48, 1.67, 40, 131, 24, negative
5, 29, 145, 5.8, 0.276, 0.779, 1.6, 40, 113, 25, negative
5, 25, 125, 5.0, 0.4, 0.928, 1.52, 50, 116, 33, negative
5, 110, 550, 22.0, 0.547, 0.556, 100.33, 301, 306, 3, positive
22, 20, 440, 0.909, 0.28, 0.57, 5.35, 123, 251, 23, negative
11, 367, 4037, 33.364, 0.221, 0.77, 1.64, 891, 3108, 544, negative
14, 440, 6160, 31.429, 0.158, 0.626, 1.54, 975, 3857, 632, negative
10, 23, 230, 2.3, 0.313, 0.891, 2.4, 72, 205, 30, negative
10, 23, 230, 2.3, 0.317, 0.891, 2.35, 73, 205, 31, negative
1, 17, 17, 17.0, 1.0, 1.0, 17.0, 17, 17, 1, positive
9, 137, 1233, 15.222, 0.235, 0.693, 1.7, 290, 854, 171, negative
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, positive
8, 108, 864, 13.5, 0.196, 0.686, 1.34, 169, 593, 126, negative
9, 321, 2889, 35.667, 0.154, 0.553, 1.32, 446, 1597, 339, negative
7, 178, 1246, 25.429, 0.242, 0.795, 1.41, 301, 990, 213, negative
7, 74, 518, 10.571, 0.16, 0.83, 1.12, 83, 430, 74, negative
7, 346, 2422, 49.429, 0.159, 0.749, 1.17, 386, 1813, 329, negative
8, 21, 168, 2.625, 0.482, 0.827, 13.5, 81, 139, 6, negative
8, 22, 176, 2.75, 0.398, 0.79, 2.59, 70, 139, 27, negative
17, 341, 5797, 20.059, 0.935, 0.998, 36.38, 5420, 5784, 149, positive
11, 11, 121, 1.0, 0.455, 0.876, 4.23, 55, 106, 13, negative
1, 196, 196, 196.0, 0.98, 1.0, 64.0, 192, 196, 3, positive
10, 41, 410, 4.1, 0.463, 0.968, 2.79, 190, 397, 68, negative
11, 12, 132, 1.091, 0.432, 0.674, 4.38, 57, 89, 13, negative
8, 231, 1848, 28.875, 0.872, 0.882, 179.0, 1611, 1630, 9, positive
11, 11, 121, 1.0, 0.455, 0.818, 5.5, 55, 99, 10, negative
11, 156, 1716, 14.182, 0.224, 0.71, 1.52, 385, 1219, 253, negative
11, 12, 132, 1.091, 0.5, 0.818, 4.13, 66, 108, 16, negative
